ensembl	symbol	A549-DMSO-A	A549-DMSO-B	A549-DMSO-C	A549-DMSO-D	A549-GiB-B	A549-GiB-C	A549-GiB-D
ENSG00000157456	CCNB2	4136	3502	3924	3037	3236	3326	2654
ENSG00000157470	FAM81A	898	712	891	639	731	763	647
ENSG00000157483	MYO1E	18116	15782	17615	12756	14100	14144	11828
ENSG00000157500	APPL1	2295	1901	2331	1484	1737	1834	1544
ENSG00000157510	AFAP1L1	145	137	135	121	139	79	81
ENSG00000157514	TSC22D3	458	434	560	387	404	398	371
ENSG00000157538	VPS26C	1018	834	1004	743	819	845	669
ENSG00000157540	DYRK1A	1437	1249	1427	1059	1114	1165	970
ENSG00000157542	KCNJ6	16	14	6	13	16	12	6
ENSG00000157551	KCNJ15	142	103	89	109	89	84	77
ENSG00000157557	ETS2	4157	3570	4425	3144	3420	3515	2772
ENSG00000157570	TSPAN18	75	47	76	51	65	54	39
ENSG00000157578	LCA5L	34	34	38	32	34	39	35
ENSG00000157593	SLC35B2	3011	2667	2879	2199	2401	2450	1889
ENSG00000157600	TMEM164	3445	2928	3533	2464	2870	2833	2318
ENSG00000157601	MX1	138	134	139	99	105	93	57
ENSG00000157613	CREB3L1	102	90	124	118	90	122	67
ENSG00000157617	C2CD2	656	593	606	446	515	551	453
ENSG00000157625	TAB3	1104	1051	1114	729	965	974	813
ENSG00000157637	SLC38A10	7269	6323	7410	5139	5786	5763	4507
ENSG00000157653	C9orf43	29	17	27	20	25	20	22
ENSG00000157654	PALM2AKAP2	905	825	1032	639	710	746	581
ENSG00000157657	ZNF618	2832	2481	2915	1925	2274	2298	1932
ENSG00000157680	DGKI	1	0	3	0	0	0	0
ENSG00000157693	TMEM268	874	783	905	649	732	832	634
ENSG00000157703	SVOPL	9	7	11	2	7	2	7
ENSG00000157734	SNX22	110	56	44	47	98	58	29
ENSG00000157741	UBN2	1036	920	1011	684	787	771	687
ENSG00000157764	BRAF	1064	874	1073	692	751	818	713
ENSG00000157765	SLC34A2	1	1	1	1	1	1	1
ENSG00000157766	ACAN	0	1	1	1	4	1	2
ENSG00000157778	PSMG3	1229	1078	1212	970	974	1007	793
ENSG00000157782	CABP1	12	11	7	9	4	8	13
ENSG00000157796	WDR19	447	417	423	305	341	401	228
ENSG00000157800	SLC37A3	1439	1228	1466	921	1063	1261	935
ENSG00000157823	AP3S2	2495	2065	2338	1665	2037	1962	1615
ENSG00000157827	FMNL2	2825	2412	3100	1833	2248	2341	2040
ENSG00000157833	GAREM2	579	479	609	388	457	472	361
ENSG00000157837	SPPL3	2214	1861	2206	1697	1784	1977	1532
ENSG00000157851	DPYSL5	636	583	621	423	458	473	355
ENSG00000157856	DRC1	2	4	0	2	4	0	0
ENSG00000157869	RAB28	440	348	461	347	389	378	365
ENSG00000157870	PRXL2B	1253	1078	1209	933	989	932	818
ENSG00000157873	TNFRSF14	0	0	0	6	3	1	0
ENSG00000157881	PANK4	793	666	733	528	617	632	506
ENSG00000157884	CIB4	5	0	2	0	0	0	0
ENSG00000157890	MEGF11	22	19	25	14	21	13	15
ENSG00000157895	C12orf43	1292	1049	1367	939	1036	1079	836
ENSG00000157911	PEX10	960	784	850	725	744	694	596
ENSG00000157916	RER1	4330	3621	4456	3057	3279	3648	2688
ENSG00000157927	RADIL	191	172	234	124	138	145	147
ENSG00000157933	SKI	2011	1683	2145	1513	1652	1638	1358
ENSG00000157954	WIPI2	2727	2452	2696	2064	2084	2305	1831
ENSG00000157978	LDLRAP1	978	868	952	641	764	792	595
ENSG00000157985	AGAP1	1854	1665	1993	1300	1593	1468	1312
ENSG00000157992	KRTCAP3	23	11	17	20	22	18	13
ENSG00000157999	ANKRD61	54	41	60	34	36	38	37
ENSG00000158006	PAFAH2	717	577	770	510	560	586	496
ENSG00000158008	EXTL1	2	1	4	1	0	0	1
ENSG00000158014	SLC30A2	4	6	4	1	3	3	4
ENSG00000158019	BABAM2	2476	2121	2503	1733	2033	2179	1598
ENSG00000158022	TRIM63	0	0	0	0	0	2	0
ENSG00000158023	CFAP251	16	18	18	6	13	13	13
ENSG00000158042	MRPL17	3261	2870	3085	1945	2543	2835	2142
ENSG00000158050	DUSP2	2	3	7	1	5	3	2
ENSG00000158055	GRHL3	169	119	157	101	105	122	106
ENSG00000158062	UBXN11	238	180	204	165	150	173	154
ENSG00000158077	NLRP14	0	0	0	0	0	1	0
ENSG00000158079	PTPDC1	321	344	357	225	277	295	222
ENSG00000158089	GALNT14	1759	1583	1728	1265	1427	1421	1234
ENSG00000158092	NCK1	983	856	1031	716	816	878	692
ENSG00000158104	HPD	31	27	31	23	31	29	26
ENSG00000158106	RHPN1	1547	1394	1619	1179	1202	1179	972
ENSG00000158109	TPRG1L	1207	1044	1222	847	936	1019	829
ENSG00000158113	LRRC43	0	0	0	1	0	1	4
ENSG00000158122	PRXL2C	718	573	700	524	524	574	478
ENSG00000158125	XDH	57	39	55	34	42	38	33
ENSG00000158156	XKR8	281	215	280	240	230	259	188
ENSG00000158158	CNNM4	898	756	931	649	697	729	571
ENSG00000158161	EYA3	894	790	862	616	623	668	547
ENSG00000158163	DZIP1L	242	211	259	155	195	179	177
ENSG00000158164	TMSB15A	5	5	2	3	5	3	10
ENSG00000158169	FANCC	1107	944	1139	749	866	862	742
ENSG00000158186	MRAS	441	333	457	314	360	312	239
ENSG00000158195	WASF2	4538	3820	4587	3196	3631	3746	3080
ENSG00000158201	ABHD3	986	863	950	727	784	830	699
ENSG00000158220	ESYT3	41	37	31	35	26	33	10
ENSG00000158234	FAIM	485	430	493	367	391	437	385
ENSG00000158246	TENT5B	23	24	32	10	11	26	20
ENSG00000158258	CLSTN2	13	9	5	5	8	7	4
ENSG00000158270	COLEC12	48	35	56	48	53	44	30
ENSG00000158286	RNF207	581	489	562	347	444	396	318
ENSG00000158290	CUL4B	3032	2833	3577	2028	2703	2876	2212
ENSG00000158292	GPR153	117	112	139	119	77	107	62
ENSG00000158296	SLC13A3	2	1	2	0	1	0	0
ENSG00000158301	GPRASP2	415	384	464	307	373	346	260
ENSG00000158315	RHBDL2	40	43	52	32	28	37	40
ENSG00000158321	AUTS2	818	680	805	571	615	650	503
ENSG00000158352	SHROOM4	2	3	2	6	2	4	3
ENSG00000158373	H2BC5	540	422	416	358	346	356	312
ENSG00000158402	CDC25C	641	656	706	511	524	529	406
ENSG00000158406	H4C8	0	0	0	0	0	17	0
ENSG00000158411	MITD1	537	389	493	380	376	437	354
ENSG00000158417	EIF5B	10999	9022	10905	8627	8744	9746	7227
ENSG00000158423	RIBC1	80	35	65	47	33	46	31
ENSG00000158427	TMSB15B	49	50	70	42	33	50	27
ENSG00000158428	CATIP	1	3	0	7	2	0	1
ENSG00000158435	CNOT11	2624	2324	2872	2024	2191	2379	1854
ENSG00000158445	KCNB1	16	16	17	8	16	22	12
ENSG00000158457	TSPAN33	338	280	362	222	261	304	170
ENSG00000158458	NRG2	134	102	133	102	90	90	89
ENSG00000158467	AHCYL2	1588	1240	1569	1045	1183	1294	1048
ENSG00000158470	B4GALT5	7173	6354	7420	4976	5719	5741	4672
ENSG00000158473	CD1D	0	0	0	1	1	0	1
ENSG00000158480	SPATA2	738	585	715	531	591	603	427
ENSG00000158486	DNAH3	0	5	8	6	1	4	0
ENSG00000158516	CPA2	0	0	0	0	0	0	1
ENSG00000158517	NCF1	0	0	1	2	0	0	0
ENSG00000158525	CPA5	0	0	0	0	0	0	2
ENSG00000158526	TSR2	2886	2558	2900	2206	2416	2500	1909
ENSG00000158528	PPP1R9A	1839	1575	1891	1205	1415	1520	1181
ENSG00000158545	ZC3H18	4734	4149	4876	3525	3988	4024	3241
ENSG00000158552	ZFAND2B	472	417	463	376	373	347	303
ENSG00000158553	POM121L2	1	5	6	4	1	0	1
ENSG00000158555	GDPD5	538	486	522	353	386	373	335
ENSG00000158560	DYNC1I1	0	0	2	2	0	1	0
ENSG00000158571	PFKFB1	9	3	10	2	9	3	1
ENSG00000158578	ALAS2	0	0	1	0	1	0	0
ENSG00000158604	TMED4	3474	2973	3529	2585	2955	2949	2245
ENSG00000158615	PPP1R15B	3094	2578	2985	2277	2635	2835	2162
ENSG00000158623	COPG2	1673	1451	1718	1248	1314	1438	1095
ENSG00000158636	EMSY	1186	1052	1171	799	923	916	832
ENSG00000158639	PAGE5	0	0	0	0	0	0	1
ENSG00000158669	GPAT4	4378	3901	4582	3077	3641	3750	2883
ENSG00000158683	PKD1L1	9	8	16	4	7	10	3
ENSG00000158691	ZSCAN12	453	388	474	260	347	395	295
ENSG00000158710	TAGLN2	24206	20572	24906	19008	18289	19477	15179
ENSG00000158711	ELK4	1774	1664	1927	1291	1497	1595	1366
ENSG00000158714	SLAMF8	0	0	0	0	9	0	0
ENSG00000158715	SLC45A3	255	192	208	140	185	157	143
ENSG00000158716	DUSP23	1046	792	1016	774	819	823	627
ENSG00000158717	RNF166	928	747	959	657	761	723	602
ENSG00000158747	NBL1	1643	1528	1846	1392	1332	1435	1093
ENSG00000158748	HTR6	9	10	13	9	8	14	3
ENSG00000158764	ITLN2	2	0	0	0	1	3	0
ENSG00000158769	F11R	3415	2864	3575	2466	2573	2723	2126
ENSG00000158773	USF1	1173	1083	1008	812	763	862	745
ENSG00000158786	PLA2G2F	0	0	0	0	0	1	0
ENSG00000158792	SPATA2L	463	388	499	338	361	406	323
ENSG00000158793	NIT1	1327	1077	1232	934	961	1021	790
ENSG00000158796	DEDD	1339	1070	1246	902	886	932	863
ENSG00000158805	ZNF276	1322	1145	1326	953	1000	1055	895
ENSG00000158806	NPM2	1	2	2	0	1	0	3
ENSG00000158813	EDA	47	34	31	29	36	22	19
ENSG00000158815	FGF17	1	6	4	4	1	4	3
ENSG00000158825	CDA	444	372	468	346	308	319	251
ENSG00000158828	PINK1	1808	1582	1926	1288	1285	1390	1136
ENSG00000158850	B4GALT3	1066	955	1013	816	761	982	749
ENSG00000158856	DMTN	5472	4549	5482	4197	4171	4365	3507
ENSG00000158859	ADAMTS4	23	11	40	18	21	17	19
ENSG00000158863	FHIP2B	2074	1683	2113	1558	1648	1444	1186
ENSG00000158864	NDUFS2	4627	4172	4897	3549	3840	4101	3292
ENSG00000158865	SLC5A11	81	102	123	77	94	88	82
ENSG00000158869	FCER1G	2	0	1	0	0	0	2
ENSG00000158874	APOA2	0	0	10	0	1	13	2
ENSG00000158882	TOMM40L	444	373	457	306	269	383	283
ENSG00000158887	MPZ	23	19	25	17	19	21	9
ENSG00000158901	WFDC8	1	4	4	6	3	5	1
ENSG00000158941	CCAR2	7141	6114	7165	5042	5682	5699	4451
ENSG00000158955	WNT9B	13	15	16	15	11	14	14
ENSG00000158966	CACHD1	182	152	164	92	150	162	115
ENSG00000158985	CDC42SE2	3285	2762	3468	2391	2711	2819	2285
ENSG00000158987	RAPGEF6	1308	1190	1403	873	1091	1118	898
ENSG00000159023	EPB41	1004	735	950	666	890	769	740
ENSG00000159055	MIS18A	884	803	887	672	754	769	592
ENSG00000159063	ALG8	2996	2558	2873	2181	2329	2497	1963
ENSG00000159069	FBXW5	3361	2842	3344	2586	2545	2706	2144
ENSG00000159079	CFAP298	1062	911	1186	806	817	902	603
ENSG00000159082	SYNJ1	417	348	447	232	357	306	254
ENSG00000159086	PAXBP1	779	712	829	528	587	677	553
ENSG00000159110	IFNAR2	1356	1138	1349	949	1040	1016	893
ENSG00000159111	MRPL10	3202	2738	2998	2429	2522	2656	2113
ENSG00000159128	IFNGR2	1667	1506	1679	1298	1395	1479	1149
ENSG00000159131	GART	4719	4025	4685	3251	3800	4074	3282
ENSG00000159140	SON	10565	9571	11295	7242	8508	8774	7057
ENSG00000159147	DONSON	808	615	798	565	558	652	518
ENSG00000159164	SV2A	1	4	8	4	7	11	2
ENSG00000159166	LAD1	74	78	66	49	40	61	49
ENSG00000159167	STC1	463	409	623	459	367	430	359
ENSG00000159173	TNNI1	7	6	4	4	7	9	1
ENSG00000159176	CSRP1	8301	7320	8793	6382	6830	7210	5434
ENSG00000159182	PRAC1	0	0	0	0	0	0	1
ENSG00000159184	HOXB13	545	426	577	409	413	418	387
ENSG00000159197	KCNE2	0	2	2	0	0	0	0
ENSG00000159199	ATP5MC1	4936	4343	4542	3603	4060	4012	3329
ENSG00000159200	RCAN1	569	503	562	352	416	450	323
ENSG00000159202	UBE2Z	7960	6930	8292	5754	6429	6608	5193
ENSG00000159208	CIART	12	16	15	12	8	12	23
ENSG00000159210	SNF8	3485	2957	3125	2573	2655	2732	2150
ENSG00000159212	CLIC6	4	4	7	1	4	3	3
ENSG00000159214	CCDC24	131	82	101	83	83	111	84
ENSG00000159216	RUNX1	801	705	849	620	617	667	556
ENSG00000159217	IGF2BP1	7897	7192	8150	5515	6282	6466	5411
ENSG00000159224	GIP	50	56	69	45	35	40	31
ENSG00000159228	CBR1	5278	4571	5485	3840	4245	4425	3503
ENSG00000159231	CBR3	315	289	319	211	252	249	206
ENSG00000159251	ACTC1	0	1	0	0	0	0	0
ENSG00000159256	MORC3	748	665	769	523	559	585	498
ENSG00000159259	CHAF1B	1456	1268	1563	1141	1326	1339	1125
ENSG00000159261	CLDN14	3	0	3	2	5	3	0
ENSG00000159263	SIM2	699	641	790	511	565	617	431
ENSG00000159267	HLCS	1342	1214	1230	911	983	1168	829
ENSG00000159289	GOLGA6A	4	0	0	0	0	2	0
ENSG00000159307	SCUBE1	49	32	57	36	34	35	25
ENSG00000159314	ARHGAP27	788	648	766	464	675	650	451
ENSG00000159322	ADPGK	3407	2990	3447	2448	2868	2908	2446
ENSG00000159335	PTMS	33063	27531	35641	26752	27319	29030	21179
ENSG00000159337	PLA2G4D	0	0	0	1	0	0	0
ENSG00000159339	PADI4	3	1	1	2	0	2	1
ENSG00000159346	ADIPOR1	3686	3078	3451	2695	2918	3031	2434
ENSG00000159348	CYB5R1	944	796	905	661	725	758	552
ENSG00000159352	PSMD4	6969	5921	6543	4970	5495	5747	4517
ENSG00000159363	ATP13A2	1954	1593	2084	1394	1642	1623	1271
ENSG00000159374	M1AP	0	0	0	1	0	0	0
ENSG00000159377	PSMB4	6695	6051	6559	5175	5618	5772	4591
ENSG00000159387	IRX6	2	1	2	0	0	0	0
ENSG00000159388	BTG2	555	476	533	392	389	415	368
ENSG00000159399	HK2	104	123	184	120	97	124	68
ENSG00000159403	C1R	1844	1481	1951	1293	1307	1503	1070
ENSG00000159409	CELF3	10	5	5	7	1	10	8
ENSG00000159423	ALDH4A1	1141	1094	1179	877	950	1006	760
ENSG00000159433	STARD9	250	210	276	183	175	178	170
ENSG00000159445	THEM4	723	594	633	447	483	543	400
ENSG00000159450	TCHH	36	47	32	38	29	41	32
ENSG00000159459	UBR1	1069	917	1188	732	900	927	734
ENSG00000159461	AMFR	4591	3760	4815	3316	3673	3798	2892
ENSG00000159479	MED8	1030	951	1073	770	781	894	657
ENSG00000159495	TGM7	0	0	0	0	1	0	0
ENSG00000159496	RGL4	1	2	2	1	0	1	2
ENSG00000159556	ISL2	218	186	222	148	142	192	162
ENSG00000159579	RSPRY1	1833	1558	1916	1300	1524	1506	1298
ENSG00000159588	CCDC17	2	0	20	0	0	0	0
ENSG00000159592	GPBP1L1	2168	1991	2274	1605	1780	1952	1570
ENSG00000159593	NAE1	3332	2947	3569	2457	2692	2890	2231
ENSG00000159596	TMEM69	712	535	646	549	497	555	423
ENSG00000159618	ADGRG5	0	0	1	0	0	0	0
ENSG00000159625	DRC7	15	15	8	16	7	16	7
ENSG00000159640	ACE	18	28	28	21	18	37	27
ENSG00000159648	TEPP	0	0	1	0	0	0	0
ENSG00000159650	UROC1	0	0	3	1	0	0	1
ENSG00000159658	EFCAB14	2652	2304	2824	1865	2282	2398	2006
ENSG00000159674	SPON2	43	50	74	59	43	42	33
ENSG00000159685	CHCHD6	366	384	371	300	336	330	228
ENSG00000159692	CTBP1	5315	4751	5795	4106	4317	4594	3508
ENSG00000159708	LRRC36	14	0	7	0	9	11	7
ENSG00000159713	TPPP3	684	553	713	498	494	534	455
ENSG00000159714	ZDHHC1	536	459	496	392	381	431	326
ENSG00000159720	ATP6V0D1	3166	2736	3068	2377	2506	2730	2050
ENSG00000159723	AGRP	0	1	4	1	1	0	0
ENSG00000159733	ZFYVE28	230	211	217	154	172	161	114
ENSG00000159753	CARMIL2	33	35	43	23	31	37	26
ENSG00000159761	C16orf86	0	0	0	2	0	0	0
ENSG00000159763	PIP	38	53	38	43	24	21	16
ENSG00000159784	FAM131B	0	32	35	0	16	2	18
ENSG00000159788	RGS12	818	648	759	545	612	598	443
ENSG00000159792	PSKH1	1825	1463	1713	1204	1360	1388	1109
ENSG00000159840	ZYX	3616	3119	3990	3030	2814	3077	2339
ENSG00000159842	ABR	4755	4030	5247	3335	3795	3979	3417
ENSG00000159871	LYPD5	4	2	1	4	3	2	1
ENSG00000159873	CCDC117	1527	1358	1575	1105	1158	1212	1030
ENSG00000159882	ZNF230	222	211	246	154	213	177	128
ENSG00000159884	CCDC107	682	524	632	489	528	486	433
ENSG00000159885	ZNF222	120	115	136	94	109	125	92
ENSG00000159899	NPR2	68	36	80	77	34	41	40
ENSG00000159905	ZNF221	53	54	60	34	47	46	47
ENSG00000159915	ZNF233	50	46	52	48	48	44	26
ENSG00000159917	ZNF235	177	135	203	135	157	142	100
ENSG00000159921	GNE	4069	3547	4030	2868	3168	3248	2600
ENSG00000159958	TNFRSF13C	74	82	52	33	60	72	37
ENSG00000159961	OR3A3	1	2	5	1	1	1	2
ENSG00000160007	ARHGAP35	10090	8888	10336	7039	8164	7966	6909
ENSG00000160013	PTGIR	6	2	7	1	0	1	2
ENSG00000160014	CALM3	20033	17291	19736	15192	15165	15716	12642
ENSG00000160049	DFFA	2844	2384	2881	2088	2319	2431	1860
ENSG00000160050	CCDC28B	109	104	126	65	94	83	65
ENSG00000160051	IQCC	83	103	111	90	109	97	86
ENSG00000160055	TMEM234	138	111	129	88	129	106	96
ENSG00000160058	BSDC1	1683	1396	1640	1165	1219	1338	1101
ENSG00000160062	ZBTB8A	354	331	405	286	312	338	238
ENSG00000160072	ATAD3B	3	0	11	0	0	0	0
ENSG00000160075	SSU72	4375	3795	4612	3439	3703	3740	2958
ENSG00000160087	UBE2J2	1531	1313	1501	1122	1237	1261	925
ENSG00000160094	ZNF362	948	761	926	649	716	732	577
ENSG00000160097	FNDC5	9	0	5	13	1	8	13
ENSG00000160111	CPAMD8	0	9	4	4	8	5	1
ENSG00000160113	NR2F6	4981	4429	5285	3943	4017	4100	3117
ENSG00000160117	ANKLE1	37	55	49	49	40	42	38
ENSG00000160124	MIX23	834	715	791	630	625	769	597
ENSG00000160131	VMA21	2546	2217	2634	1982	2257	2322	1897
ENSG00000160145	KALRN	72	63	66	74	46	51	66
ENSG00000160161	CILP2	32	24	37	18	20	16	5
ENSG00000160179	ABCG1	757	687	793	554	572	566	470
ENSG00000160180	TFF3	7	2	2	1	1	6	4
ENSG00000160182	TFF1	47	62	88	57	61	49	50
ENSG00000160183	TMPRSS3	7	3	2	0	0	2	3
ENSG00000160185	UBASH3A	0	2	2	0	2	3	1
ENSG00000160188	RSPH1	37	59	52	43	43	43	42
ENSG00000160190	SLC37A1	393	324	360	274	251	250	241
ENSG00000160191	PDE9A	256	234	302	204	199	216	178
ENSG00000160193	WDR4	1125	1018	1111	799	906	918	734
ENSG00000160194	NDUFV3	1128	847	1001	825	837	920	711
ENSG00000160199	PKNOX1	482	390	454	334	367	412	294
ENSG00000160200	CBS	775	668	820	592	747	780	619
ENSG00000160201	U2AF1	1249	1085	1019	861	964	968	818
ENSG00000160202	CRYAA	0	0	0	0	0	1	1
ENSG00000160207	HSF2BP	43	32	36	37	26	28	25
ENSG00000160208	RRP1B	3350	2740	3658	2389	2802	2888	2243
ENSG00000160209	PDXK	9993	8638	10193	7395	7778	8088	6618
ENSG00000160211	G6PD	106423	90642	90100	74948	82699	84948	67828
ENSG00000160213	CSTB	4705	3842	4258	3394	3650	3911	3300
ENSG00000160214	RRP1	1391	1268	1366	1051	1192	1152	953
ENSG00000160216	AGPAT3	3386	3013	3746	2505	2794	2925	2339
ENSG00000160218	TRAPPC10	1313	1287	1535	940	1187	1028	923
ENSG00000160219	GAB3	0	0	4	4	8	0	4
ENSG00000160221	GATD3	380	332	403	287	329	340	302
ENSG00000160223	ICOSLG	387	343	337	292	302	300	245
ENSG00000160226	CFAP410	421	397	379	314	319	314	306
ENSG00000160229	ZNF66	115	91	117	72	75	77	55
ENSG00000160233	LRRC3	133	100	139	95	104	86	71
ENSG00000160255	ITGB2	263	224	282	196	222	263	188
ENSG00000160256	SLX9	1491	1302	1531	1116	1298	1301	1045
ENSG00000160271	RALGDS	520	555	676	481	492	577	426
ENSG00000160282	FTCD	0	0	0	0	1	0	0
ENSG00000160284	SPATC1L	2	1	6	6	3	1	1
ENSG00000160285	LSS	2151	1943	2282	1571	1806	1793	1414
ENSG00000160293	VAV2	1868	1729	2062	1475	1518	1574	1300
ENSG00000160294	MCM3AP	2946	2530	3285	1763	2507	2507	2007
ENSG00000160298	C21orf58	1033	857	1100	744	756	822	628
ENSG00000160299	PCNT	1600	1511	1810	979	1297	1349	1101
ENSG00000160305	DIP2A	1165	962	1294	729	830	995	821
ENSG00000160307	S100B	0	0	0	0	0	0	1
ENSG00000160310	PRMT2	1549	1369	1608	1165	1274	1290	1125
ENSG00000160318	CLDND2	75	65	54	49	46	60	39
ENSG00000160321	ZNF208	2	1	2	3	1	1	1
ENSG00000160323	ADAMTS13	166	134	129	91	120	81	79
ENSG00000160325	CACFD1	527	474	563	460	449	430	367
ENSG00000160326	SLC2A6	1402	1127	1350	990	1061	1052	828
ENSG00000160336	ZNF761	540	479	579	384	428	465	379
ENSG00000160339	FCN2	0	0	1	0	0	0	0
ENSG00000160345	PIERCE1	247	189	218	175	162	189	161
ENSG00000160352	ZNF714	496	428	473	303	357	365	309
ENSG00000160360	GPSM1	686	562	724	499	512	509	389
ENSG00000160392	C19orf47	1539	1359	1353	1118	1127	1195	997
ENSG00000160396	HIPK4	16	6	14	7	16	10	3
ENSG00000160401	CFAP157	21	25	36	42	12	31	12
ENSG00000160404	TOR2A	355	283	350	243	277	284	185
ENSG00000160408	ST6GALNAC6	695	643	670	511	519	565	431
ENSG00000160410	SHKBP1	7014	5931	6557	5098	5066	5345	4279
ENSG00000160439	RDH13	408	411	448	373	343	370	317
ENSG00000160445	ZER1	1519	1300	1675	1127	1217	1233	994
ENSG00000160446	ZDHHC12	2485	1998	2629	1888	1958	2079	1565
ENSG00000160447	PKN3	1573	1426	1643	1217	1241	1207	1002
ENSG00000160460	SPTBN4	207	154	173	142	99	136	93
ENSG00000160469	BRSK1	168	145	181	104	119	116	106
ENSG00000160471	COX6B2	50	26	52	23	28	35	27
ENSG00000160472	TMEM190	10	4	15	3	5	5	3
ENSG00000160505	NLRP4	6	1	0	1	0	0	0
ENSG00000160551	TAOK1	6872	5994	7527	4179	5602	5535	4766
ENSG00000160563	MED27	989	837	1021	794	878	872	689
ENSG00000160570	DEDD2	1697	1676	1690	1399	1175	1147	1010
ENSG00000160584	SIK3	1286	1142	1352	843	1097	1178	987
ENSG00000160588	MPZL3	84	59	90	63	73	56	51
ENSG00000160602	NEK8	410	394	466	361	355	367	307
ENSG00000160606	TLCD1	1157	928	1043	808	940	908	757
ENSG00000160613	PCSK7	1229	1112	1297	953	1055	1029	799
ENSG00000160633	SAFB	5586	5082	5799	4163	4673	4859	4004
ENSG00000160654	CD3G	11	8	6	8	0	13	0
ENSG00000160678	S100A1	22	13	20	25	11	12	11
ENSG00000160679	CHTOP	3831	3367	3790	2717	3069	3181	2531
ENSG00000160683	CXCR5	2	0	0	4	0	4	0
ENSG00000160685	ZBTB7B	3826	3428	3751	2818	3170	3025	2421
ENSG00000160688	FLAD1	2002	1729	1972	1472	1594	1687	1342
ENSG00000160691	SHC1	13250	11609	12386	9197	10303	10036	8335
ENSG00000160695	VPS11	740	576	662	460	570	577	498
ENSG00000160703	NLRX1	1255	1176	1253	934	953	968	856
ENSG00000160710	ADAR	11642	10471	12466	7929	10096	10116	8135
ENSG00000160712	IL6R	635	618	729	490	599	617	481
ENSG00000160714	UBE2Q1	3188	2702	3102	2320	2558	2733	2122
ENSG00000160716	CHRNB2	50	40	44	29	31	27	30
ENSG00000160741	CRTC2	1467	1166	1383	1108	1077	1118	865
ENSG00000160746	ANO10	1177	1035	1329	867	973	1027	874
ENSG00000160752	FDPS	4040	3565	3829	2948	3263	3320	2636
ENSG00000160753	RUSC1	2290	1966	2174	1697	1817	1857	1446
ENSG00000160767	FAM189B	1742	1464	1898	1319	1459	1423	1256
ENSG00000160781	PAQR6	500	418	457	400	225	407	353
ENSG00000160783	PMF1	1836	1585	1759	1260	1489	1550	1254
ENSG00000160785	SLC25A44	2489	2186	2463	1850	1961	2154	1710
ENSG00000160789	LMNA	21546	18866	21933	16420	17660	17920	14069
ENSG00000160796	NBEAL2	4711	4220	4903	3283	3686	3794	3108
ENSG00000160799	CCDC12	1394	1220	1283	1035	1156	1165	863
ENSG00000160801	PTH1R	8	6	0	9	10	9	6
ENSG00000160803	UBQLN4	4616	4106	4391	3330	3536	3728	2997
ENSG00000160808	MYL3	2	6	11	12	5	10	4
ENSG00000160813	PPP1R35	758	697	708	537	584	596	478
ENSG00000160838	LRRC71	4	3	4	5	0	2	1
ENSG00000160856	FCRL3	0	0	0	0	0	0	1
ENSG00000160862	AZGP1	9	12	3	8	9	4	2
ENSG00000160867	FGFR4	4976	4367	4971	3708	4069	4130	3308
ENSG00000160868	CYP3A4	0	2	0	0	2	3	2
ENSG00000160870	CYP3A7	0	13	0	0	0	7	9
ENSG00000160877	NACC1	4706	4166	4546	3506	3880	3839	3008
ENSG00000160883	HK3	1	5	1	0	3	2	1
ENSG00000160886	LY6K	9	21	19	17	3	6	6
ENSG00000160888	IER2	5753	4889	5586	4233	4299	4581	3420
ENSG00000160908	ZNF394	629	467	570	434	483	419	345
ENSG00000160917	CPSF4	1421	1214	1351	1001	1138	1132	866
ENSG00000160932	LY6E	7407	6317	7461	5669	6066	6253	5017
ENSG00000160948	VPS28	1889	1532	1791	1447	1449	1464	1183
ENSG00000160949	TONSL	2376	2060	2463	1733	1944	1886	1626
ENSG00000160951	PTGER1	2	3	3	2	4	3	4
ENSG00000160953	PWWP3A	1308	1240	1392	1038	1032	1018	914
ENSG00000160957	RECQL4	3943	3460	3956	2872	3101	2964	2536
ENSG00000160959	LRRC14	2529	2188	2673	1823	1970	2011	1564
ENSG00000160961	ZNF333	113	132	121	64	111	102	81
ENSG00000160963	COL26A1	157	109	121	104	109	115	78
ENSG00000160972	PPP1R16A	2507	1999	2578	1794	1942	2024	1533
ENSG00000160973	FOXH1	28	35	52	21	29	37	12
ENSG00000160991	ORAI2	2670	2259	2535	1987	1979	1952	1661
ENSG00000160993	ALKBH4	389	362	408	332	388	394	264
ENSG00000160999	SH2B2	264	244	313	212	229	227	163
ENSG00000161010	MRNIP	952	774	859	633	610	709	503
ENSG00000161011	SQSTM1	42637	36966	44115	31772	39798	41683	32674
ENSG00000161013	MGAT4B	7692	6703	8164	5851	6700	6917	5107
ENSG00000161016	RPL8	68802	60722	59912	50003	53198	53211	43083
ENSG00000161021	MAML1	2291	1986	2225	1516	1855	1790	1578
ENSG00000161031	PGLYRP2	0	2	0	1	0	1	2
ENSG00000161036	LRWD1	1253	1091	1282	944	1050	1021	771
ENSG00000161040	FBXL13	17	13	8	3	17	15	12
ENSG00000161048	NAPEPLD	890	831	910	537	752	874	582
ENSG00000161057	PSMC2	5331	4803	5087	3865	4401	4544	3734
ENSG00000161082	CELF5	28	26	34	25	22	24	32
ENSG00000161091	MFSD12	2524	2185	2736	1984	2088	2053	1696
ENSG00000161179	YDJC	409	331	396	207	289	324	224
