ensembl	symbol	A549-DMSO-A	A549-DMSO-B	A549-DMSO-C	A549-DMSO-D	A549-GiB-B	A549-GiB-C	A549-GiB-D
ENSG00000000003	TSPAN6	2197	1884	2097	1550	1581	1740	1422
ENSG00000000419	DPM1	1669	1609	1587	1250	1358	1431	1199
ENSG00000000457	SCYL3	515	452	525	405	417	422	345
ENSG00000000460	C1orf112	891	724	840	668	733	833	610
ENSG00000000971	CFH	7071	6189	7043	4618	5283	5575	4159
ENSG00000001036	FUCA2	4217	3667	4096	3020	3483	3653	2957
ENSG00000001084	GCLC	10673	9445	11235	7587	9606	9743	8000
ENSG00000001167	NFYA	1541	1302	1491	1059	1152	1219	997
ENSG00000001460	STPG1	348	287	290	246	268	267	242
ENSG00000001461	NIPAL3	1324	1113	1366	838	1022	1058	797
ENSG00000001497	LAS1L	3968	3427	3930	3001	3111	3399	2624
ENSG00000001561	ENPP4	50	55	34	30	30	31	37
ENSG00000001617	SEMA3F	246	220	272	188	178	199	175
ENSG00000001626	CFTR	1	11	13	25	13	15	5
ENSG00000001629	ANKIB1	3484	2923	3757	2262	2716	2816	2368
ENSG00000001630	CYP51A1	4272	3690	4423	3071	3584	3640	3001
ENSG00000001631	KRIT1	965	632	819	539	773	747	629
ENSG00000002016	RAD52	569	535	598	410	497	511	360
ENSG00000002330	BAD	1445	1376	1595	1204	1168	1259	944
ENSG00000002549	LAP3	1987	1849	1988	1401	1664	1662	1360
ENSG00000002586	CD99	7471	6671	7832	5736	5993	6446	4784
ENSG00000002587	HS3ST1	221	205	241	143	174	200	159
ENSG00000002726	AOC1	0	1	2	1	0	0	0
ENSG00000002745	WNT16	6	4	1	1	1	1	1
ENSG00000002746	HECW1	435	444	448	307	432	378	305
ENSG00000002822	MAD1L1	938	851	911	739	775	819	566
ENSG00000002834	LASP1	30926	27014	31258	22666	25446	25910	20642
ENSG00000002919	SNX11	1065	1028	1051	786	934	877	733
ENSG00000002933	TMEM176A	1	0	0	2	2	3	2
ENSG00000003056	M6PR	7686	6954	7633	5523	6247	6710	5500
ENSG00000003096	KLHL13	59	45	67	49	41	51	44
ENSG00000003137	CYP26B1	1805	1665	1929	1177	1505	1594	1208
ENSG00000003147	ICA1	150	139	159	110	126	76	100
ENSG00000003249	DBNDD1	2058	1681	1842	1543	1540	1586	1239
ENSG00000003393	ALS2	921	844	992	628	920	538	743
ENSG00000003400	CASP10	444	375	408	285	290	352	282
ENSG00000003402	CFLAR	3145	2685	2946	2003	2337	2399	1979
ENSG00000003436	TFPI	2223	1915	2432	1818	1916	2039	1711
ENSG00000003509	NDUFAF7	649	604	680	515	532	573	428
ENSG00000003756	RBM5	1666	1538	1801	1227	1442	1509	1218
ENSG00000003987	MTMR7	60	80	74	59	65	68	56
ENSG00000003989	SLC7A2	1632	1518	1862	1211	1210	1318	1202
ENSG00000004059	ARF5	3682	3137	3803	2857	2795	3130	2323
ENSG00000004139	SARM1	671	522	562	460	512	487	459
ENSG00000004142	POLDIP2	8677	7840	8840	6423	7228	7319	5878
ENSG00000004399	PLXND1	5467	4723	5429	3733	4430	4383	3896
ENSG00000004455	AK2	4325	3983	4378	3042	3527	3603	3004
ENSG00000004468	CD38	1018	872	964	730	804	771	654
ENSG00000004478	FKBP4	11671	10512	11536	8461	9258	9742	7537
ENSG00000004487	KDM1A	3879	3459	4068	3219	3212	3228	2589
ENSG00000004534	RBM6	1806	1590	1685	1151	1418	1361	1171
ENSG00000004660	CAMKK1	1334	1145	1321	842	1031	998	803
ENSG00000004700	RECQL	3868	3546	4041	2825	3203	3312	2781
ENSG00000004766	VPS50	341	418	353	323	338	317	263
ENSG00000004776	HSPB6	28	14	21	19	12	27	18
ENSG00000004777	ARHGAP33	832	758	927	567	647	626	505
ENSG00000004779	NDUFAB1	2421	2061	2213	1737	1857	2081	1606
ENSG00000004799	PDK4	4740	4194	4531	3212	3585	3975	3308
ENSG00000004838	ZMYND10	23	23	29	28	29	6	15
ENSG00000004846	ABCB5	19	23	20	10	16	14	15
ENSG00000004848	ARX	298	225	292	207	229	253	170
ENSG00000004864	SLC25A13	2818	2393	2753	2058	2262	2499	1949
ENSG00000004866	ST7	962	844	952	705	822	826	643
ENSG00000004897	CDC27	6690	5759	6613	4559	5235	5683	4510
ENSG00000004939	SLC4A1	1	2	1	2	3	2	1
ENSG00000004948	CALCR	2	1	1	2	1	1	0
ENSG00000004961	HCCS	1961	1812	1999	1473	1636	1591	1371
ENSG00000004975	DVL2	2748	2358	2535	1862	2099	2145	1773
ENSG00000005001	PRSS22	9	3	6	0	15	9	7
ENSG00000005007	UPF1	4183	4036	4602	3293	3754	3651	2687
ENSG00000005020	SKAP2	2943	2496	2996	2050	2397	2439	1916
ENSG00000005022	SLC25A5	23789	20597	23328	17877	19318	20295	16178
ENSG00000005059	MCUB	757	701	787	539	582	637	512
ENSG00000005073	HOXA11	41	37	39	24	45	27	34
ENSG00000005075	POLR2J	2542	2243	1809	1882	1645	1880	1512
ENSG00000005100	DHX33	3396	2891	3492	2396	2760	2872	2313
ENSG00000005108	THSD7A	2779	2503	3147	1736	2241	2371	1968
ENSG00000005156	LIG3	2491	2208	2632	1813	2066	2172	1778
ENSG00000005175	RPAP3	2491	2295	2562	1877	2158	2289	1809
ENSG00000005187	ACSM3	781	616	721	529	593	603	517
ENSG00000005189	REXO5	167	159	181	142	164	124	127
ENSG00000005194	CIAPIN1	3058	2739	3187	2177	2410	2548	2110
ENSG00000005206	SPPL2B	1953	1643	1941	1346	1519	1471	1142
ENSG00000005238	FAM214B	744	702	859	576	555	607	491
ENSG00000005243	COPZ2	177	187	200	157	147	164	92
ENSG00000005249	PRKAR2B	236	210	248	189	198	204	153
ENSG00000005302	MSL3	1176	954	1231	832	941	997	772
ENSG00000005339	CREBBP	3579	2992	3523	2371	2819	2849	2394
ENSG00000005379	TSPOAP1	14	12	8	5	9	9	5
ENSG00000005421	PON1	67	68	79	33	56	49	37
ENSG00000005436	GCFC2	900	817	845	646	837	763	601
ENSG00000005448	WDR54	1884	1745	1888	1571	1465	1405	1210
ENSG00000005469	CROT	940	813	877	622	736	738	596
ENSG00000005471	ABCB4	10	24	14	12	22	8	14
ENSG00000005483	KMT2E	2014	1623	1585	1135	1535	1535	1458
ENSG00000005486	RHBDD2	4075	3343	3240	2930	2421	2469	2298
ENSG00000005513	SOX8	64	40	51	43	36	71	48
ENSG00000005700	IBTK	4127	3843	4531	2647	3378	3488	2871
ENSG00000005801	ZNF195	923	658	782	596	667	754	543
ENSG00000005810	MYCBP2	1631	1488	1737	910	1393	1371	1161
ENSG00000005812	FBXL3	1112	1042	1275	820	953	1028	791
ENSG00000005844	ITGAL	14	32	0	9	39	46	18
ENSG00000005882	PDK2	1125	954	1052	866	849	888	754
ENSG00000005884	ITGA3	16714	14326	17660	12328	13802	13199	10703
ENSG00000005889	ZFX	1987	1614	2010	1308	1521	1629	1281
ENSG00000005893	LAMP2	5771	5051	5869	4028	4652	5053	4125
ENSG00000005961	ITGA2B	93	78	85	66	63	58	35
ENSG00000005981	ASB4	221	214	245	153	214	206	185
ENSG00000006007	GDE1	4355	3735	4292	3381	3426	3563	2908
ENSG00000006015	REX1BD	736	675	776	575	592	614	460
ENSG00000006016	CRLF1	8	8	17	13	5	12	15
ENSG00000006025	OSBPL7	783	722	822	594	575	614	409
ENSG00000006042	TMEM98	675	565	638	508	526	518	410
ENSG00000006047	YBX2	61	44	50	53	36	52	25
ENSG00000006062	MAP3K14	1378	1181	1472	1016	1162	1145	892
ENSG00000006071	ABCC8	8	10	0	7	12	0	0
ENSG00000006118	TMEM132A	5413	4780	5474	3922	4020	3995	3172
ENSG00000006125	AP2B1	20904	17720	21723	14842	16551	16763	13451
ENSG00000006194	ZNF263	1618	1370	1591	1089	1284	1323	1003
ENSG00000006210	CX3CL1	74	50	71	42	48	47	39
ENSG00000006282	SPATA20	1820	1320	1582	1154	1306	1489	1019
ENSG00000006283	CACNA1G	1192	1149	1202	914	860	941	735
ENSG00000006327	TNFRSF12A	3455	2914	3039	2433	2775	2555	2246
ENSG00000006377	DLX6	1	3	0	1	0	2	0
ENSG00000006432	MAP3K9	1591	1595	1861	1083	1363	1323	1087
ENSG00000006451	RALA	1635	1508	1754	1286	1298	1410	1091
ENSG00000006453	BAIAP2L1	4720	4126	4809	3443	3768	3870	3182
ENSG00000006459	KDM7A	321	300	359	136	238	269	193
ENSG00000006468	ETV1	629	544	578	409	475	517	418
ENSG00000006530	AGK	1606	1216	1514	1169	1229	1317	996
ENSG00000006534	ALDH3B1	11461	9775	11654	8625	9207	9455	7113
ENSG00000006555	TTC22	0	0	0	0	1	1	1
ENSG00000006576	PHTF2	1210	1182	1379	960	1111	1120	935
ENSG00000006606	CCL26	26	23	43	23	33	37	22
ENSG00000006607	FARP2	1638	1404	1602	1015	1227	1327	1086
ENSG00000006611	USH1C	439	413	491	351	330	374	285
ENSG00000006625	GGCT	1434	1231	1445	1089	1248	1209	986
ENSG00000006634	DBF4	469	466	398	363	409	454	367
ENSG00000006638	TBXA2R	64	48	66	43	44	62	24
ENSG00000006652	IFRD1	985	851	1129	720	868	1062	769
ENSG00000006695	COX10	1125	1032	1034	837	920	949	709
ENSG00000006704	GTF2IRD1	1245	1097	1292	886	881	1092	788
ENSG00000006712	PAF1	5203	4503	5370	3967	4216	4415	3481
ENSG00000006715	VPS41	2188	2034	2548	1608	1843	1895	1562
ENSG00000006740	ARHGAP44	172	161	166	117	148	110	115
ENSG00000006744	ELAC2	6041	5050	5859	4270	4824	4919	3837
ENSG00000006747	SCIN	56	38	66	62	49	47	35
ENSG00000006756	ARSD	1807	1625	1880	1404	1469	1483	1211
ENSG00000006757	PNPLA4	493	393	418	313	332	362	291
ENSG00000006831	ADIPOR2	4665	3881	4520	3278	3641	3712	3120
ENSG00000006837	CDKL3	25	34	36	25	39	32	29
ENSG00000007001	UPP2	0	0	0	2	0	1	0
ENSG00000007047	MARK4	788	650	700	539	566	586	485
ENSG00000007062	PROM1	5	4	9	1	0	3	1
ENSG00000007080	CCDC124	3259	2834	2895	2463	2706	2751	2202
ENSG00000007129	CEACAM21	1	1	0	0	0	0	1
ENSG00000007168	PAFAH1B1	8677	7504	9199	5867	7287	7353	5954
ENSG00000007171	NOS2	7	0	0	0	0	4	8
ENSG00000007174	DNAH9	0	0	0	0	3	0	0
ENSG00000007202	KIAA0100	14324	12674	14591	9721	11548	11435	9395
ENSG00000007216	SLC13A2	16	11	17	18	7	9	16
ENSG00000007237	GAS7	26	28	19	18	27	26	24
ENSG00000007255	TRAPPC6A	1005	943	992	783	807	869	687
ENSG00000007264	MATK	2	0	2	4	2	3	3
ENSG00000007306	CEACAM7	10	16	16	19	12	16	10
ENSG00000007314	SCN4A	11	3	1	5	2	2	2
ENSG00000007341	ST7L	61	84	76	58	50	71	61
ENSG00000007372	PAX6	38	32	32	21	37	13	20
ENSG00000007376	RPUSD1	1538	1305	1677	1168	1315	1357	986
ENSG00000007384	RHBDF1	1170	1089	1154	908	907	861	745
ENSG00000007392	LUC7L	1684	1507	1764	1306	1421	1489	1162
ENSG00000007402	CACNA2D2	25	27	30	8	25	22	11
ENSG00000007516	BAIAP3	110	73	109	78	69	60	49
ENSG00000007520	TSR3	2140	2033	2325	1703	1820	1913	1439
ENSG00000007541	PIGQ	2135	1864	2156	1603	1493	1710	1421
ENSG00000007545	CRAMP1	1757	1489	1667	1098	1264	1297	1107
ENSG00000007866	TEAD3	491	390	487	330	362	381	291
ENSG00000007908	SELE	1	3	0	1	0	1	0
ENSG00000007923	DNAJC11	2580	2186	2779	1879	2277	2218	1791
ENSG00000007944	MYLIP	736	668	760	578	519	604	492
ENSG00000007952	NOX1	97	90	92	56	55	64	54
ENSG00000007968	E2F2	1088	936	1133	828	921	924	697
ENSG00000008018	PSMB1	4386	3952	4333	3205	3502	3796	3009
ENSG00000008056	SYN1	6	5	8	7	3	6	1
ENSG00000008083	JARID2	1229	1085	1273	888	1033	1052	837
ENSG00000008086	CDKL5	1049	987	1216	696	898	941	744
ENSG00000008118	CAMK1G	3	3	2	1	2	1	1
ENSG00000008128	CDK11A	1510	1343	1845	1019	1206	1156	955
ENSG00000008130	NADK	2461	2142	2629	1905	2019	2002	1621
ENSG00000008196	TFAP2B	0	0	0	0	0	0	1
ENSG00000008226	DLEC1	2	3	6	1	4	3	0
ENSG00000008256	CYTH3	1772	1624	1791	1232	1402	1483	1192
ENSG00000008277	ADAM22	128	106	124	66	95	100	66
ENSG00000008282	SYPL1	5095	4441	4997	3519	3890	4323	3529
ENSG00000008283	CYB561	2378	2124	2465	1667	1852	1986	1609
ENSG00000008294	SPAG9	6092	5291	6583	4127	5070	5074	4222
ENSG00000008300	CELSR3	1223	1137	1382	856	1034	978	885
ENSG00000008311	AASS	0	0	10	0	0	0	0
ENSG00000008323	PLEKHG6	103	71	90	67	81	74	67
ENSG00000008324	SS18L2	496	421	468	333	347	346	314
ENSG00000008382	MPND	367	333	375	282	326	286	229
ENSG00000008394	MGST1	17835	15239	16425	13282	14125	15549	12028
ENSG00000008405	CRY1	996	834	1009	741	858	839	696
ENSG00000008438	PGLYRP1	7	9	12	4	4	7	5
ENSG00000008441	NFIX	1582	1173	1550	1089	1302	1206	919
ENSG00000008513	ST3GAL1	2179	1855	2126	1390	1677	1642	1327
ENSG00000008516	MMP25	26	29	46	43	14	16	26
ENSG00000008517	IL32	740	667	755	571	627	640	469
ENSG00000008710	PKD1	3485	3255	3961	2437	2757	2781	2249
ENSG00000008735	MAPK8IP2	263	236	256	171	173	181	131
ENSG00000008838	MED24	3894	3249	3826	2840	3035	3198	2424
ENSG00000008853	RHOBTB2	1427	1389	1587	1097	1271	1265	1164
ENSG00000008869	HEATR5B	1285	1118	1403	865	1133	988	844
ENSG00000008952	SEC62	6770	5919	6575	5132	5342	5591	4734
ENSG00000008988	RPS20	19363	16908	20323	15246	15991	17083	13616
ENSG00000009307	CSDE1	13661	11854	14019	9825	11392	11804	9606
ENSG00000009335	UBE3C	5838	5200	6120	4195	4899	5003	4146
ENSG00000009413	REV3L	868	729	855	211	309	442	377
ENSG00000009694	TENM1	1	2	1	2	0	0	2
ENSG00000009709	PAX7	698	665	737	537	618	605	489
ENSG00000009724	MASP2	33	24	34	16	25	21	13
ENSG00000009765	IYD	21	25	17	7	10	11	15
ENSG00000009780	FAM76A	338	249	318	226	238	275	213
ENSG00000009830	POMT2	1441	1347	1453	1057	1204	1223	925
ENSG00000009844	VTA1	2100	1878	2068	1516	1789	1794	1416
ENSG00000009950	MLXIPL	514	505	585	404	384	522	396
ENSG00000009954	BAZ1B	9609	8326	10143	6680	8173	8140	6743
ENSG00000010017	RANBP9	1319	1101	1105	986	991	1053	848
ENSG00000010030	ETV7	2	3	3	2	0	2	0
ENSG00000010072	SPRTN	942	813	964	654	768	795	679
ENSG00000010165	METTL13	3675	3172	3483	2409	2944	2942	2346
ENSG00000010219	DYRK4	298	280	228	263	189	219	200
ENSG00000010244	ZNF207	9689	8407	9248	6718	7955	8254	6748
ENSG00000010256	UQCRC1	6580	5634	6309	4836	5059	5340	4297
ENSG00000010270	STARD3NL	1953	1790	2047	1524	1581	1702	1355
ENSG00000010278	CD9	4523	3873	4655	3447	3397	3915	2923
ENSG00000010282	HHATL	0	0	0	1	0	0	0
ENSG00000010292	NCAPD2	12052	10336	12801	8568	9621	9957	7865
ENSG00000010295	IFFO1	1	10	2	0	0	0	0
ENSG00000010310	GIPR	194	177	169	122	116	124	98
ENSG00000010318	PHF7	59	45	60	27	45	46	32
ENSG00000010319	SEMA3G	16	14	17	10	15	10	6
ENSG00000010322	NISCH	1639	1493	1840	1193	1274	1399	1035
ENSG00000010327	STAB1	2	0	3	0	0	0	0
ENSG00000010361	FUZ	529	450	524	446	423	397	348
ENSG00000010379	SLC6A13	5	3	1	2	2	2	0
ENSG00000010404	IDS	6757	5685	7449	4811	5607	6074	4778
ENSG00000010438	PRSS3	1072	886	997	760	774	823	638
ENSG00000010539	ZNF200	392	299	379	270	354	331	259
ENSG00000010610	CD4	1	2	1	0	0	1	3
ENSG00000010626	LRRC23	368	347	295	205	301	294	235
ENSG00000010671	BTK	0	0	0	0	0	0	3
ENSG00000010704	HFE	2180	1919	2241	1529	1745	1808	1369
ENSG00000010803	SCMH1	980	925	985	783	809	828	683
ENSG00000010810	FYN	38	23	30	28	20	36	29
ENSG00000010818	HIVEP2	703	605	756	514	546	576	524
ENSG00000011007	ELOA	1559	1250	1672	1152	1369	1476	1182
ENSG00000011009	LYPLA2	2167	1801	2181	1725	1665	1728	1336
ENSG00000011021	CLCN6	946	875	877	662	764	755	677
ENSG00000011028	MRC2	5025	4312	5214	3461	3657	3419	3151
ENSG00000011052	NME1-NME2	124	94	137	89	94	87	88
ENSG00000011083	SLC6A7	1	0	0	1	0	0	0
ENSG00000011105	TSPAN9	899	777	890	633	693	709	537
ENSG00000011114	BTBD7	1207	1200	1524	775	1145	1065	1105
ENSG00000011132	APBA3	400	346	370	313	280	311	264
ENSG00000011143	MKS1	451	327	442	290	296	367	308
ENSG00000011198	ABHD5	547	296	544	384	436	528	329
ENSG00000011201	ANOS1	1	0	2	3	1	0	1
ENSG00000011243	AKAP8L	1170	930	1197	829	939	1026	790
ENSG00000011258	MBTD1	962	890	1023	678	715	796	684
ENSG00000011260	UTP18	3353	2946	3530	2544	2803	3110	2422
ENSG00000011275	RNF216	2666	2285	2771	1993	2152	2288	1753
ENSG00000011295	TTC19	1806	1660	1470	1206	1337	1347	1163
ENSG00000011304	PTBP1	19549	16810	18239	14092	15961	15870	13118
ENSG00000011332	DPF1	164	191	156	106	135	147	95
ENSG00000011347	SYT7	96	87	102	75	68	83	52
ENSG00000011376	LARS2	1127	1032	1155	774	999	888	778
ENSG00000011405	PIK3C2A	3870	3335	4124	2589	3026	3215	2647
ENSG00000011422	PLAUR	1469	1179	1416	1066	1097	1106	903
ENSG00000011426	ANLN	8927	7749	9515	6082	7072	7209	6010
ENSG00000011451	WIZ	2183	1791	2141	1618	1625	1767	1313
ENSG00000011454	RABGAP1	2240	1893	2633	1644	1902	1798	1581
ENSG00000011478	QPCTL	846	715	787	614	541	645	493
ENSG00000011485	PPP5C	5429	4619	4645	3812	4171	4150	3379
ENSG00000011523	CEP68	817	569	764	553	658	570	620
ENSG00000011566	MAP4K3	1842	1698	2138	1327	1654	1651	1338
ENSG00000011590	ZBTB32	0	9	0	0	8	0	0
ENSG00000011600	TYROBP	0	2	0	0	0	0	0
ENSG00000011638	LDAF1	598	540	575	457	458	531	383
ENSG00000011677	GABRA3	31	24	35	21	17	20	19
ENSG00000012048	BRCA1	4645	4104	4889	3107	3803	3982	3207
ENSG00000012061	ERCC1	3951	3219	3837	2973	3067	3424	2509
ENSG00000012124	CD22	35	69	58	56	58	57	53
ENSG00000012171	SEMA3B	1033	1103	1130	754	958	870	778
ENSG00000012174	MBTPS2	3720	3242	3855	2414	3022	3132	2630
ENSG00000012211	PRICKLE3	984	890	912	720	777	810	674
ENSG00000012232	EXTL3	2233	1877	2245	1415	1593	1561	1302
ENSG00000012504	NR1H4	174	152	159	118	135	155	113
ENSG00000012660	ELOVL5	6213	5382	6160	4298	5010	5262	4198
ENSG00000012779	ALOX5	73	76	79	51	46	70	53
ENSG00000012817	KDM5D	481	435	569	423	422	453	346
ENSG00000012822	CALCOCO1	1304	1026	1283	869	888	895	753
ENSG00000012963	UBR7	2033	1897	2278	1609	1868	1823	1500
ENSG00000012983	MAP4K5	1750	1646	1799	1267	1501	1509	1289
ENSG00000013016	EHD3	680	578	653	527	506	490	466
ENSG00000013275	PSMC4	13278	11519	12690	9705	10628	11128	8740
ENSG00000013288	MAN2B2	1803	1561	1778	1261	1393	1427	1203
ENSG00000013293	SLC7A14	21	22	21	20	18	16	11
ENSG00000013297	CLDN11	17	9	5	0	7	12	18
ENSG00000013306	SLC25A39	5618	4716	5454	4115	4525	4738	3692
ENSG00000013364	MVP	11923	10173	12109	8817	9273	9456	7607
ENSG00000013374	NUB1	3033	2585	2918	2170	2389	2435	2011
ENSG00000013375	PGM3	1205	1000	1367	1020	921	1110	866
ENSG00000013392	RWDD2A	247	176	211	174	166	180	168
ENSG00000013441	CLK1	597	468	541	486	421	512	369
ENSG00000013503	POLR3B	498	404	519	360	423	456	338
ENSG00000013523	ANGEL1	1165	1033	1303	843	1026	949	793
ENSG00000013561	RNF14	2010	1869	2197	1538	1650	1862	1448
ENSG00000013563	DNASE1L1	1189	1129	1252	931	1059	1019	814
ENSG00000013573	DDX11	2946	2621	2814	2144	2356	2407	1867
ENSG00000013583	HEBP1	1473	1262	1415	1020	1147	1230	970
ENSG00000013588	GPRC5A	10401	8789	10456	8175	8256	8804	6773
ENSG00000013619	MAMLD1	433	331	411	304	362	342	251
ENSG00000013725	CD6	6	2	7	1	0	0	2
ENSG00000013810	TACC3	4800	4115	5243	3561	3824	3980	3239
ENSG00000014123	UFL1	1226	1151	1344	827	1061	1086	871
ENSG00000014138	POLA2	1184	1017	1298	912	969	1043	697
ENSG00000014164	ZC3H3	2067	1668	1909	1433	1581	1590	1329
ENSG00000014216	CAPN1	10555	9203	10467	7855	8180	8374	6763
ENSG00000014257	ACP3	15	14	19	9	11	16	12
ENSG00000014641	MDH1	7131	6131	7339	5360	5907	6205	4864
ENSG00000014824	SLC30A9	1419	1280	1206	968	1095	1206	925
ENSG00000014914	MTMR11	856	730	852	591	619	679	439
ENSG00000014919	COX15	3654	3149	4013	2594	3027	3073	2477
ENSG00000015133	CCDC88C	759	704	809	586	653	681	563
ENSG00000015153	YAF2	1046	829	1001	746	829	872	668
ENSG00000015171	ZMYND11	3941	3384	4199	2660	3363	3468	2920
ENSG00000015285	WAS	32	16	24	17	12	15	22
ENSG00000015413	DPEP1	43	45	38	33	35	37	31
ENSG00000015475	BID	1919	1649	1951	1425	1501	1573	1362
ENSG00000015479	MATR3	10075	8117	10009	6784	8651	9128	7718
ENSG00000015520	NPC1L1	4	1	7	1	3	0	3
ENSG00000015532	XYLT2	2259	1967	2081	1602	1674	1720	1459
ENSG00000015568	RGPD5	16	7	634	4	10	8	892
ENSG00000015592	STMN4	0	0	1	0	1	0	0
ENSG00000015676	NUDCD3	1405	1230	1148	731	975	1054	871
ENSG00000016082	ISL1	3	1	4	0	0	0	0
ENSG00000016391	CHDH	1244	1187	1324	901	1012	1058	899
ENSG00000016402	IL20RA	2	0	0	1	0	3	1
ENSG00000016864	GLT8D1	1307	1158	1244	1056	1032	1121	873
ENSG00000017260	ATP2C1	3347	3036	3706	2491	2765	2802	2354
ENSG00000017427	IGF1	0	3	0	0	0	0	0
ENSG00000017483	SLC38A5	3	2	3	2	1	12	0
ENSG00000017797	RALBP1	3583	3168	3782	2771	2929	3050	2483
ENSG00000018189	RUFY3	558	503	536	400	399	413	344
ENSG00000018236	CNTN1	24854	22023	26210	16754	20345	21046	17630
ENSG00000018280	SLC11A1	21	22	28	32	20	6	12
ENSG00000018408	WWTR1	11848	10136	12709	8269	9363	10128	7959
ENSG00000018510	AGPS	2006	1759	2141	1582	1495	1616	1360
ENSG00000018610	STEEP1	1471	1268	1480	1056	1194	1249	1075
ENSG00000018625	ATP1A2	1	5	1	1	3	6	0
ENSG00000018699	TTC27	1362	1165	1311	988	1060	1143	928
ENSG00000018869	ZNF582	16	21	12	5	13	10	9
ENSG00000019102	VSIG2	1	4	2	1	2	2	0
ENSG00000019144	PHLDB1	569	596	680	528	410	487	313
ENSG00000019186	CYP24A1	39455	34276	41895	27085	31073	32765	26784
ENSG00000019485	PRDM11	772	693	784	553	609	674	554
ENSG00000019505	SYT13	6240	5426	6337	4365	4768	4902	4058
ENSG00000019549	SNAI2	7	7	13	7	4	4	7
ENSG00000019582	CD74	2	1	0	0	0	0	1
ENSG00000019991	HGF	46	39	50	18	32	33	29
ENSG00000019995	ZRANB1	1470	1275	1689	1154	1167	1257	1040
ENSG00000020129	NCDN	1226	1141	1298	938	1001	1050	826
ENSG00000020181	ADGRA2	286	233	315	166	247	209	154
ENSG00000020256	ZFP64	1266	1116	1234	987	1065	1062	863
ENSG00000020426	MNAT1	1145	920	1127	782	891	945	806
ENSG00000020577	SAMD4A	327	293	387	252	250	289	222
ENSG00000020633	RUNX3	881	777	864	632	772	752	582
ENSG00000020922	MRE11	1931	1651	2080	1274	1541	1656	1317
ENSG00000021300	PLEKHB1	93	80	60	64	52	54	58
ENSG00000021355	SERPINB1	4085	3523	3878	2989	3055	3283	2492
ENSG00000021461	CYP3A43	0	0	1	0	0	2	0
ENSG00000021488	SLC7A9	19	15	14	10	22	11	0
ENSG00000021574	SPAST	1638	1430	1835	1155	1356	1479	1261
ENSG00000021645	NRXN3	68	50	57	48	37	49	31
ENSG00000021762	OSBPL5	748	644	739	549	504	586	475
ENSG00000021776	AQR	3582	3266	3535	2676	2794	2948	2527
ENSG00000021826	CPS1	10504	9155	11321	6730	8322	8502	6788
ENSG00000022267	FHL1	487	354	526	365	380	425	310
ENSG00000022277	RTF2	4070	3605	4042	3078	3384	3555	2810
ENSG00000022355	GABRA1	1	1	0	0	0	0	0
ENSG00000022556	NLRP2	3476	2979	3786	2487	2880	2923	2334
ENSG00000022567	SLC45A4	3160	2768	3402	2354	2480	2705	2204
ENSG00000022840	RNF10	6602	5634	6911	4866	5483	5625	4572
ENSG00000022976	ZNF839	649	525	579	412	454	510	406
ENSG00000023041	ZDHHC6	1623	1416	1666	1334	1297	1441	1133
ENSG00000023171	GRAMD1B	7476	6788	7585	4887	5755	6127	5070
ENSG00000023191	RNH1	7443	6286	7925	5659	6176	6537	4921
ENSG00000023228	NDUFS1	4649	4150	5172	3446	3865	3983	3168
ENSG00000023287	RB1CC1	3177	2734	3519	2377	2593	2741	2205
ENSG00000023318	ERP44	2419	1996	2152	1664	1879	1984	1535
ENSG00000023330	ALAS1	2380	1987	2253	1775	1916	2050	1595
ENSG00000023445	BIRC3	2076	1771	2145	1511	1704	1693	1397
ENSG00000023516	AKAP11	2381	2236	2917	1578	2070	2171	1780
ENSG00000023572	GLRX2	602	532	636	458	496	534	494
ENSG00000023608	SNAPC1	1094	991	1204	833	955	1047	746
ENSG00000023697	DERA	1770	1576	1995	1384	1479	1593	1330
ENSG00000023734	STRAP	8924	7519	8829	6402	7263	7819	6191
ENSG00000023839	ABCC2	30527	26848	30819	20280	24707	26033	21310
ENSG00000023892	DEF6	0	0	2	0	0	4	0
ENSG00000023902	PLEKHO1	204	161	222	157	141	135	139
ENSG00000023909	GCLM	10747	9556	11045	7754	9221	10214	7857
ENSG00000024048	UBR2	1501	1365	1578	971	1239	1187	1067
ENSG00000024422	EHD2	11446	9446	11779	8804	9164	9065	7449
ENSG00000024526	DEPDC1	2132	1921	2275	1490	1737	1872	1611
ENSG00000024862	CCDC28A	476	417	482	366	347	370	344
ENSG00000025039	RRAGD	238	197	245	180	208	224	170
ENSG00000025156	HSF2	439	387	467	307	353	377	286
ENSG00000025293	PHF20	1910	1756	2186	1368	1643	1660	1295
ENSG00000025423	HSD17B6	41	26	60	24	45	39	11
ENSG00000025434	NR1H3	491	499	485	394	404	397	344
ENSG00000025708	TYMP	505	420	526	389	396	383	285
ENSG00000025770	NCAPH2	1598	1343	1571	1180	1344	1414	1055
ENSG00000025772	TOMM34	1776	1520	1750	1348	1486	1580	1240
ENSG00000025796	SEC63	3563	3038	3726	2625	3040	3106	2523
ENSG00000025800	KPNA6	3997	3250	3873	2901	3043	3130	2566
ENSG00000026025	VIM	42058	34030	41815	31862	34546	36058	28132
ENSG00000026103	FAS	220	205	236	155	173	145	229
ENSG00000026297	RNASET2	308	258	245	261	214	245	207
ENSG00000026508	CD44	24884	21105	24865	17917	19766	20448	16695
ENSG00000026559	KCNG1	178	188	176	132	159	140	119
