protein_ids,symbols,description,log2FoldChange,log2_GiB,log2_DMSO,statistic,p.value,parameter,conf.low,conf.high,method,alternative,padj
P23921;E9PL69;E9PP77;H0YCY7,RRM1,Ribonucleoside-diphosphate reductase large subunit,-0.7502847207538004,19.67948206029635,20.42976678105015,-16.325236897961144,1.97860133209686e-5,4.8568657450770765,-0.8694799364531226,-0.6310895050544784,Welch Two Sample t-test,two.sided,8.106082332434323e-4
P24385;F5H437,CCND1,G1/S-specific cyclin-D1,0.3076355528179562,15.630675561379551,15.323040008561595,5.288703546242411,0.005585789320014152,4.135694492320451,0.1482026052339308,0.46706850040198156,Welch Two Sample t-test,two.sided,0.01776557447486306
P24386,CHM,Rab proteins geranylgeranyltransferase component A 1,0.044302323231047325,15.032734287022667,14.98843196379162,0.4857767025631556,0.6684658321268702,2.3654510707638834,-0.2953601033043935,0.38396474976648814,Welch Two Sample t-test,two.sided,0.7290053348229988
P24468,NR2F2,COUP transcription factor 2,-0.46513663924754844,14.800757760697463,15.265894399945012,-3.3693044634505886,0.05054200933549915,2.708604839381944,-0.9324649053251051,0.002191626830008296,Welch Two Sample t-test,two.sided,0.09056940163865415
P24534;C9JZW3;F8WF65;F2Z2G2,EEF1B2,Elongation factor 1-beta,0.4017008344087145,20.5936018409482,20.191901006539485,15.615009873862046,1.9999858378442266e-5,4.986163461066821,0.33551660917485326,0.46788505964257565,Welch Two Sample t-test,two.sided,8.132689629738176e-4
Q5QNZ2;P24539,ATP5F1,"ATP synthase F(0) complex subunit B1, mitochondrial",-0.09800573744660568,20.776855836826737,20.874861574273343,-2.4363019844732205,0.06912855227668017,4.155053809919693,-0.20806981602951188,0.012058341136300532,Welch Two Sample t-test,two.sided,0.11527287208690881
P24666;G5E9R5;F2Z2Q9,ACP1,Low molecular weight phosphotyrosine protein phosphatase,-0.146984963896859,18.929835335839893,19.076820299736752,-3.0020427781997174,0.08886648483387109,2.1196486855250876,-0.3466548697750912,0.052684941981373204,Welch Two Sample t-test,two.sided,0.13942551653566898
P24752;A0A5F9ZHL1;A0A5F9ZHJ7;A0A5F9ZHJ0;A0A5F9ZHD4;A0A5F9ZI66;A0A5F9ZHH9;H0YEL7;A0A5F9ZHL7;E9PRQ6,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",-0.3645009035489437,20.292767810339647,20.65726871388859,-6.9859869194453985,0.0010678347414690842,4.82621318810832,-0.5000893387742488,-0.22891246832363857,Welch Two Sample t-test,two.sided,0.0059419836420457105
P24821;J3QSU6;E9PC84;F5H7V9;H0YGZ3,TNC,Tenascin,-0.3840394571839063,18.07788525604018,18.461924713224086,-11.388699091926057,1.5311027981921275e-4,4.59492140843119,-0.47307199198381694,-0.29500692238399573,Welch Two Sample t-test,two.sided,0.0021084829500313857
P25054;A0A2Q2SV78;E9PFT7;R4GMU6;A0A087X2F3,APC,Adenomatous polyposis coli protein,-0.2245278567456559,16.654859349427483,16.87938720617314,-6.1300700724068315,0.01328383413391091,2.583990909153152,-0.3524625724214089,-0.0965931410699029,Welch Two Sample t-test,two.sided,0.033387857648690955
P25098;E9PRV7,ADRBK1,Beta-adrenergic receptor kinase 1,0.1292031418894375,15.709165911617049,15.579962769727612,3.427166098289344,0.0413050456054437,3.015129753457023,0.009565731679174603,0.24884055209970038,Welch Two Sample t-test,two.sided,0.07771371238337642
P25116,F2R,Proteinase-activated receptor 1,-0.34418058200135526,12.62089610167217,12.965076683673525,-1.7283568406686558,0.1634303112219665,3.76554412263351,-0.9109196332419385,0.22255846923922798,Welch Two Sample t-test,two.sided,0.2283217583248061
P25205;J3KQ69;A0A499FHX9;Q7Z6P5,MCM3,DNA replication licensing factor MCM3,0.04159698536647838,21.5990022086177,21.557405223251223,3.803824595078038,0.02343887739667346,3.5688468341902952,0.009732197030874249,0.07346177370208251,Welch Two Sample t-test,two.sided,0.05042397155733329
P25398,RPS12,40S ribosomal protein S12,0.36243819680185396,22.67417060145669,22.311732404654837,14.954677908056752,2.2659203632240083e-4,3.6008564964860277,0.2921027084862321,0.4327736851174759,Welch Two Sample t-test,two.sided,0.0026288686691917475
P25445;K9J972;H7C5Z8;A0A087WTM9,FAS,Tumor necrosis factor receptor superfamily member 6,0.21258939229307572,14.015319965117698,13.802730572824622,2.5227201793353964,0.06113028758995524,4.281475566202887,-0.015438153544436157,0.44061693813058755,Welch Two Sample t-test,two.sided,0.10481533747113697
P25490;H0YJV7;H0YJU4,YY1,Transcriptional repressor protein YY1,-0.03654066097444186,18.113250640118803,18.149791301093245,-0.9556798942694825,0.3935100715415334,3.9875473129380676,-0.1428296104098611,0.06974828846097739,Welch Two Sample t-test,two.sided,0.47320831387905915
P25685;M0QXK0;A0A7I2V3K7;M0R080;A0A7I2YQW1;M0QYT3,DNAJB1,DnaJ homolog subfamily B member 1,-0.10177648680156182,21.13402513129811,21.23580161809967,-3.065947962760971,0.02931213961452721,4.816387613582274,-0.18809671390890045,-0.015456259694223188,Welch Two Sample t-test,two.sided,0.05965261570109465
P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,ATP5A1,"ATP synthase subunit alpha, mitochondrial",-0.06662773398389277,22.425757565449466,22.49238529943336,-3.069498690780121,0.04290964283530712,3.599652876718367,-0.12963207113187777,-0.0036233968359077537,Welch Two Sample t-test,two.sided,0.08001408918986588
P25786;F5GX11;B4DEV8;F5H112,PSMA1,Proteasome subunit alpha type-1,-0.3412574478519055,21.75104293060596,22.092300378457864,-8.012123989746263,6.019250438294286e-4,4.781006417949409,-0.45227105009003793,-0.23024384561377298,Welch Two Sample t-test,two.sided,0.004261656128757826
P25788;G3V3W4;G3V5N4;H0YJ03,PSMA3,Proteasome subunit alpha type-3,-0.3566842789788538,21.510406770441623,21.867091049420477,-8.833944828535005,0.0015133713421603679,3.562102469855803,-0.4744374526874512,-0.23893110527025643,Welch Two Sample t-test,two.sided,0.007381063354063402
P25789;H0YN18;H0YMZ1;H0YL69;H0YMI6;H0YMA1;H0YKS0;H0YKT8;H0YLC2;H0YMV3;H0YLS6,PSMA4,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,-0.27525670004567715,20.397756918165094,20.67301361821077,-8.939027127115196,2.941034992566574e-4,4.992882982097099,-0.35444578099622187,-0.19606761909513248,Welch Two Sample t-test,two.sided,0.00290776536595383
P25942;A0A087X1D0;H0YE23,CD40,Tumor necrosis factor receptor superfamily member 5,-0.0429130441879515,13.142201709400853,13.185114753588804,-0.49800698133610144,0.64838611492608,3.4667851972896946,-0.2973930842309724,0.21156699585506936,Welch Two Sample t-test,two.sided,0.7126376564957168
P26006;D6R9X8;K7EMU3;H0YA49;H0YA32,ITGA3,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,-0.1653899036984079,19.49378236355234,19.65917226725075,-17.314162425229444,3.157513253914262e-4,3.1471320689844577,-0.19500114425203594,-0.13577866314477985,Welch Two Sample t-test,two.sided,0.003002970249381662
P26012,ITGB8,Integrin beta-8,-0.17420893273549254,17.013439496408793,17.187648429144286,-3.8341357895062016,0.013280264931782639,4.780288173356581,-0.29263992269492717,-0.05577794277605789,Welch Two Sample t-test,two.sided,0.033387857648690955
P26038;V9GZ54;REV__E5RJE3;REV__E5RGS5;REV__E5RGQ3;REV__Q9H446,MSN,Moesin,-0.0251660052423901,22.539087126561377,22.564253131803767,-1.221820187375342,0.281452795097491,4.535351843207919,-0.07978653850861979,0.029454528023839587,Welch Two Sample t-test,two.sided,0.35698975848762643
P26196;Q8IV96,DDX6,Probable ATP-dependent RNA helicase DDX6,-0.04152667316796155,21.1057430171531,21.14726969032106,-1.8271080143348204,0.1547255557333817,3.3794451037521918,-0.10947334320939606,0.026419996873472962,Welch Two Sample t-test,two.sided,0.21778527331593667
P26368;K7ENG2;K7ELP8,U2AF2,Splicing factor U2AF 65 kDa subunit,-0.1164432365674557,21.292823760263374,21.40926699683083,-2.2215638781050773,0.07763066206070116,4.9399243726959865,-0.25167458331232045,0.018788110177409063,Welch Two Sample t-test,two.sided,0.1260825049078038
P26373;J3QSB4;J3KS98;H3BTH3;H3BUK8,RPL13,60S ribosomal protein L13,0.27311465842772265,21.087892572927508,20.814777914499786,30.92480588630047,6.12496099917655e-5,3.0766628425804994,0.24540072268685,0.30082859416859525,Welch Two Sample t-test,two.sided,0.00134280201664523
P26374,CHML,Rab proteins geranylgeranyltransferase component A 2,0.1391330252729155,18.62082336674262,18.481690341469704,2.964328522847845,0.031372287948725694,4.998628188457509,0.01847084189182298,0.25979520865400796,Welch Two Sample t-test,two.sided,0.06274368542359572
P26447,S100A4,Protein S100-A4,-0.157950180252449,20.27301120166468,20.43096138191713,-4.592647879526722,0.01245870654925948,3.653916497793656,-0.2571123955460061,-0.05878796495889189,Welch Two Sample t-test,two.sided,0.03164154259217199
P26572;D6RF69;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0.10251390626871526,17.25345014671075,17.150936240442036,2.208246721101293,0.1041780817606464,3.3812325605042344,-0.036234744048508405,0.24126255658593893,Welch Two Sample t-test,two.sided,0.15833232690494717
P26583;D6R9A6,HMGB2,High mobility group protein B2,0.15137387261976087,22.115788735422964,21.964414862803203,5.641833473960248,0.0035834576627868653,4.4201639777115185,0.07959137478475521,0.22315637045476652,Welch Two Sample t-test,two.sided,0.013100705510076912
P26639;D6RCA5;D6R9F8;D6RDJ6;D6RBR8;D6RJ97;D6RHV7;D6RCS6,TARS,"Threonine--tRNA ligase, cytoplasmic",-0.057865157782387655,21.4922601132718,21.55012527105419,-1.3141424943904558,0.24596430928884258,4.989849709308062,-0.1711239400576954,0.05539362449292009,Welch Two Sample t-test,two.sided,0.319790799537876
P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;H0Y426;A0A140T904,VARS,Valine--tRNA ligase,0.2006714737795363,22.11243885318605,21.911767379406513,7.19497430364293,0.009293308794277262,2.5518610041527703,0.10240734260037195,0.29893560495870064,Welch Two Sample t-test,two.sided,0.02561055512910074
P26641,EEF1G,Elongation factor 1-gamma,0.48604232879408826,22.79872054035424,22.31267821156015,15.014828621875562,1.0718739881229963e-4,4.041027026460482,0.3965252423076029,0.5755594152805736,Welch Two Sample t-test,two.sided,0.0018027491170852022
P27105;F8VSL7,STOM,Erythrocyte band 7 integral membrane protein,0.05135937095373677,18.798193255821257,18.74683388486752,2.327357962758283,0.06748778649064358,4.994694628355361,-0.005385512721530138,0.10810425462900368,Welch Two Sample t-test,two.sided,0.11311236012430802
P27144;F8VS11,AK4,"Adenylate kinase 4, mitochondrial",-0.08836122499684862,18.48262276882999,18.57098399382684,-3.962955211377368,0.023966556101615952,3.3052129268792725,-0.15575295899377462,-0.020969490999922635,Welch Two Sample t-test,two.sided,0.051289838474075276
P27348;E9PG15,YWHAQ,14-3-3 protein theta,-0.2190443763736738,20.29454730276614,20.513591679139815,-1.550252870677097,0.18483849888718618,4.747322890302549,-0.5881494417553256,0.1500606890079779,Welch Two Sample t-test,two.sided,0.25268929034874654
P27449,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit,0.3942080799765417,16.32360628274479,15.92939820276825,3.0176265313621427,0.032294889655913574,4.656517581569959,0.05081079094698297,0.7376053690061004,Welch Two Sample t-test,two.sided,0.06405821446639642
P27540;A6NGV6,ARNT,Aryl hydrocarbon receptor nuclear translocator,-0.41704444311913846,15.634322092485846,16.051366535604984,-6.647992460714681,0.0017193787428652785,4.5092816613731195,-0.5837271851553288,-0.25036170108294814,Welch Two Sample t-test,two.sided,0.007987617051369172
P27544,CERS1,Ceramide synthase 1,-0.016560665106855055,12.097506785969001,12.114067451075856,-0.09896409502406846,0.9250124849191662,4.9992947089430455,-0.44674043245015843,0.41361910223644827,Welch Two Sample t-test,two.sided,0.9429948427130848
P27694;I3L4R8;I3L2M5;I3L524,RPA1,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",-0.3523726234054614,20.71922927100379,21.071601894409252,-8.507972267681595,0.0049198459405913955,2.716996536732753,-0.4922969167145057,-0.21244833009641714,Welch Two Sample t-test,two.sided,0.01627944984380444
P27797;K7EJB9;K7EL50,CALR,Calreticulin,-0.004565509365299647,22.849355130908293,22.853920640273593,-0.1280714147256301,0.9033776350021867,4.7116851349205895,-0.09791453470784531,0.08878351597724601,Welch Two Sample t-test,two.sided,0.9265592860959685
P27816;H7C456,MAP4,Microtubule-associated protein 4,0.03785189005315992,14.604609611679003,14.566757721625843,0.2570968819769051,0.8102946811197794,3.838115885348922,-0.3778090719792179,0.45351285208553777,Welch Two Sample t-test,two.sided,0.8485553289103415
P27824;H0Y9Q7;D6RAU8;D6RB85;D6RDP7;D6RGY2;D6RFL1;D6RAQ8;H0Y9H1;D6RHJ3;D6RD16,CANX,Calnexin,-0.2912684805738621,22.434227355001692,22.725495835575554,-3.2828571910750113,0.02191827577370686,4.994897177125735,-0.5194110853589646,-0.06312587578875967,Welch Two Sample t-test,two.sided,0.048099865315248895
P27986;E5RJY0;H0YBC2;E5RHI0;E5RGI8;H0YB27,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha,-0.18817050339004027,16.3901918191118,16.57836232250184,-5.043093402665559,0.004018896452035204,4.972116996531731,-0.2842473869453223,-0.09209361983475822,Welch Two Sample t-test,two.sided,0.014202848038090665
P28065;A2ACR1;A2ACR0;A0A0G2JJA7;A0A0G2JJQ0;A0A0G2JJ13;A0A0G2JHI2,PSMB9,Proteasome subunit beta type-9;Proteasome subunit beta type,-0.21984726252357234,18.37325211832174,18.593099380845313,-7.364664306729209,7.785611031529301e-4,4.917645059246999,-0.2969714705029378,-0.1427230545442069,Welch Two Sample t-test,two.sided,0.004953015119097136
P28066,PSMA5,Proteasome subunit alpha type-5,-0.14737017566440613,20.307281438765248,20.454651614429654,-4.0879451833154965,0.019389680390284984,3.5194366892448334,-0.2530882306981703,-0.041652120630641915,Welch Two Sample t-test,two.sided,0.04379715884159824
P28070,PSMB4,Proteasome subunit beta type-4,-0.11817922036968298,20.675641621783704,20.793820842153387,-2.400068914214019,0.08947936260605487,3.2400223203103637,-0.2685157588956439,0.03215731815627791,Welch Two Sample t-test,two.sided,0.14018576048821454
P28072;I3L3X7;A0A087X2I4,PSMB6,Proteasome subunit beta type-6,-0.5060624071820925,20.12093323490314,20.626995642085234,-2.7777102251848964,0.04001661910641127,4.884343716937346,-0.9777439398035813,-0.03438087456060361,Welch Two Sample t-test,two.sided,0.07583622221263848
P28074;H0YJM8;G8JLC2;G3V3K3,PSMB5,Proteasome subunit beta type-5,-0.3546976715771599,21.806850613177353,22.161548284754513,-17.982237137599054,9.858146709580236e-6,4.994556077824722,-0.4054187460597943,-0.3039765970945256,Welch Two Sample t-test,two.sided,5.877100725200936e-4
P28331;B4DJ81;C9JPQ5;F8WDL5,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",-0.12597135707065732,19.71622845874147,19.842199815812126,-12.547702898623374,5.8299824890099835e-5,4.984078828531494,-0.15180326111398984,-0.10013945302732483,Welch Two Sample t-test,two.sided,0.0013123828258930232
P28482;H0YDH9;Q16659,MAPK1,Mitogen-activated protein kinase 1,-0.2381205042046588,19.82208062916735,20.060201133372008,-8.050786234777329,5.889637000735129e-4,4.781121433828149,-0.31521030089482815,-0.16103070751448942,Welch Two Sample t-test,two.sided,0.00421766462186661
P28749;E9PNB6,RBL1,Retinoblastoma-like protein 1,0.021163062642060027,17.05590514319166,17.0347420805496,0.2949428709767305,0.79194371135948,2.3670332920434682,-0.2459376901507144,0.2882638154348344,Welch Two Sample t-test,two.sided,0.8333907574187498
P28799;K7EQ05;K7EKL3;K7EQI0;K7EMR1;K7EPL0;K7ENI2;K7ENN1;K7EK92;K7EQK6;K7EM89;K7EJY4;K7ERM2,GRN,Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7,-0.07493840726702317,17.053582745916557,17.12852115318358,-1.668082952723409,0.15628761750320977,4.990177266337206,-0.1904898638714125,0.040613049337366196,Welch Two Sample t-test,two.sided,0.21974803361937797
P28838;H0Y9Q1;H0Y983,LAP3,Cytosol aminopeptidase,0.022293952349954793,21.4238304574393,21.401536505089346,2.859880717904755,0.07935875751906514,2.519028045705347,-0.005421936712016507,0.05000984141192609,Welch Two Sample t-test,two.sided,0.12789042584721702
P29034;Q5RHS7;R4GN49,S100A2,Protein S100-A2,0.24284732810847132,18.87834366552627,18.6354963374178,6.858129200732126,0.0025181908637111317,3.9324149143911824,0.14386303213015098,0.34183162408679174,Welch Two Sample t-test,two.sided,0.010259006284416698
P29083;E9PER7;C9IYL4,GTF2E1,General transcription factor IIE subunit 1,0.08389457280313195,17.73016576864418,17.64627119584105,1.9361637810939367,0.1290011802104524,3.782612812542033,-0.03918602877507714,0.20697517438134105,Welch Two Sample t-test,two.sided,0.18774483487555851
P29084;E5RIW4;E5RH41;E5RK24,GTF2E2,Transcription initiation factor IIE subunit beta,0.10046351535666886,17.530770340323627,17.43030682496696,1.5905084016998008,0.19115072534818386,3.7736772642312753,-0.07913590327280765,0.2800629339861454,Welch Two Sample t-test,two.sided,0.26022699992883597
Q5VZU9;P29144;A0A494C1B8;A0A494C0U1;A0A494C0A3;A0A494C0X4;A0A494C1S6;A0A494C1S4;A0A494C159;A0A494C1L2,TPP2,Tripeptidyl-peptidase 2,-0.15664029251052725,19.94764958791311,20.104289880423636,-7.595650662679141,6.281274657917746e-4,4.99995154839723,-0.2096519280039061,-0.10362865701714837,Welch Two Sample t-test,two.sided,0.004324974304900297
P29218;H0YBL1;E5RG13;E5RIP7;E5RGY4;E5RG94;E5RIF4;E5RHE9;E5RI82,IMPA1,Inositol monophosphatase 1,0.05528118557885975,19.294184937967113,19.238903752388254,1.6638446994110478,0.2273408775006285,2.1870313251445954,-0.07657490978557556,0.18713728094329507,Welch Two Sample t-test,two.sided,0.2996018198666304
P29317;A0A3B3IRY8;P54762;P54753;J3KR66;A0A0B4J1T8;Q15375;Q9UF33,EPHA2,Ephrin type-A receptor 2,0.38060689115942736,21.1226592254439,20.742052334284473,10.847294419853863,5.840143318427472e-4,3.7375421346983133,0.28042957613724145,0.48078420618161327,Welch Two Sample t-test,two.sided,0.004206828511240887
P29353;X6R6D0;H0Y539;Q5T181;Q5T182;P98077,SHC1,SHC-transforming protein 1,0.1376360146627249,16.97478312743025,16.837147112767525,2.72045104571929,0.05942977555807351,3.597672385930906,-0.009250354689846724,0.28452238401529656,Welch Two Sample t-test,two.sided,0.10237201412542066
P29372;A2IDA3,MPG,DNA-3-methyladenine glycosylase,-0.3197457633640859,18.41879935607467,18.738545119438754,-7.046009348117132,0.0010487451251239043,4.802350739742164,-0.43785692439334245,-0.20163460233482927,Welch Two Sample t-test,two.sided,0.005885722855468487
P29374;F8WAR5;C9JIF4,ARID4A,AT-rich interactive domain-containing protein 4A,0.18695765509349904,14.3362813758315,14.149323720738002,2.3423612401476053,0.06806660273237901,4.824225484781166,-0.020484656718371557,0.3943999669053696,Welch Two Sample t-test,two.sided,0.1139077306384336
P29375;E7EV89,KDM5A,Lysine-specific demethylase 5A,-0.05366961984570651,17.096733467526732,17.15040308737244,-0.8486130290305623,0.4692692053876109,2.5118276509189235,-0.2789850061843651,0.1716457664929521,Welch Two Sample t-test,two.sided,0.5459994587307176
P29401;E9PFF2;F8W888;F8WAX4,TKT,Transketolase,-0.026187574416983495,23.64788710872296,23.674074683139942,-0.9163621030488551,0.4084253844950052,4.254063162293572,-0.10369780882878492,0.05132265999481792,Welch Two Sample t-test,two.sided,0.48809998092338364
P29590;H3BT29;H3BVD2,PML,Protein PML,0.3261966241294516,19.777431096819907,19.451234472690455,9.019878332261568,9.040621306663256e-4,3.9334244857767118,0.22511492786459444,0.4272783203943087,Welch Two Sample t-test,two.sided,0.0053922905063855915
P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate,-0.36896501571036566,19.7179996828298,20.086964698540164,-9.856132918898409,4.664491254991654e-4,4.19761424957394,-0.47099984127780853,-0.26693019014292285,Welch Two Sample t-test,two.sided,0.003666155896459268
P29992;O95837,GNA11,Guanine nucleotide-binding protein subunit alpha-11,0.1861965633529472,18.823827713995673,18.637631150642726,6.551566166762182,0.002323648222136493,4.219438010785208,0.10888190246302494,0.2635112242428695,Welch Two Sample t-test,two.sided,0.009745050605313315
P30038;Q5TF55,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",-0.10470708153435382,18.946888327264986,19.05159540879934,-2.804083343796042,0.06775656918878688,2.9948750361914844,-0.22365771416518734,0.014243551096479713,Welch Two Sample t-test,two.sided,0.11350480731727523
P30040;F8VY02;F8W1G0,ERP29,Endoplasmic reticulum resident protein 29,0.2787325261342737,20.220098123169603,19.94136559703533,9.5279473345597,2.2019120714075405e-4,4.980058500798695,0.2034415366226157,0.3540235156459317,Welch Two Sample t-test,two.sided,0.0025880799532447883
P30041,PRDX6,Peroxiredoxin-6,-0.4973453918124271,21.714992985881803,22.21233837769423,-17.640453003500337,0.0012244077664406478,2.445289072834546,-0.5997590261136772,-0.39493175751117704,Welch Two Sample t-test,two.sided,0.006446580649814013
P30043;A0A2R8Y7Y9;M0QZL1;M0R192;A0A2R8YEP4,BLVRB,Flavin reductase (NADPH),0.1482815382892646,17.003087584610856,16.854806046321592,2.715701465992625,0.04200090519206793,4.998710236198726,0.007912864944400855,0.28865021163412835,Welch Two Sample t-test,two.sided,0.07872917744752796
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",-0.04803097653129029,21.00369988295505,21.05173085948634,-2.2933627460069896,0.08064702190144231,4.183287203524668,-0.10518825390402621,0.009126300841445622,Welch Two Sample t-test,two.sided,0.12947372729952347
P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",-0.131582706696598,18.816588118744146,18.948170825440744,-1.9347718276583294,0.1124553462111929,4.861184023363637,-0.30791876762093534,0.044753354227739316,Welch Two Sample t-test,two.sided,0.16795278979593745
P30049,ATP5D,"ATP synthase subunit delta, mitochondrial",-0.027816655312250305,18.29492546370076,18.32274211901301,-0.3379333942186562,0.7499260525332699,4.718350856079426,-0.2432675968348635,0.1876342862103629,Welch Two Sample t-test,two.sided,0.7990515725545487
P30050,RPL12,60S ribosomal protein L12,0.3062300511249383,21.04975471062122,20.74352465949628,10.096625441029007,1.6462358322566495e-4,4.992605512545977,0.22822971170062567,0.3842303905492509,Welch Two Sample t-test,two.sided,0.0021977751283996615
P30084,ECHS1,"Enoyl-CoA hydratase, mitochondrial",-0.1427289133514762,19.424432360214222,19.5671612735657,-4.847133303059033,0.004818089334783086,4.947798934055722,-0.2186632165969945,-0.0667946101059579,Welch Two Sample t-test,two.sided,0.01606224116014274
P30085;Q5T0D2;A0A494BXC7,CMPK1,UMP-CMP kinase,0.04168658048205742,18.775599562945743,18.733912982463686,1.060357779109868,0.3399525382412148,4.744237772519087,-0.06103334487076263,0.1444065058348775,Welch Two Sample t-test,two.sided,0.4190276209423021
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,-0.11037146200186498,20.01542525259695,20.125796714598813,-1.829884484057857,0.13836450139601889,4.167388642554577,-0.2752160498962392,0.05447312589250922,Welch Two Sample t-test,two.sided,0.1985671751492809
P30101,PDIA3,Protein disulfide-isomerase A3,-0.45548973397574244,21.909652276353423,22.365142010329166,-13.877775461349822,1.3768343106260677e-4,4.081369632028793,-0.5459048397987163,-0.3650746281527685,Welch Two Sample t-test,two.sided,0.002032691195079701
P30153;B3KQV6;C9J9C1;E9PH38,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,0.0572791041018057,20.634614138522803,20.577335034420997,1.9418606015372226,0.12591314892708497,3.9009493131532746,-0.025444417176570658,0.14000262538018207,Welch Two Sample t-test,two.sided,0.18431458044150112
P30154;H0YDG7,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,-0.23130824728690058,18.04377070201279,18.27507894929969,-9.781656743701543,0.002609235072889245,2.90122079086395,-0.30803451451337166,-0.15458198006042947,Welch Two Sample t-test,two.sided,0.01052525286325477
P30307;H0Y999,CDC25C,M-phase inducer phosphatase 3,-0.5875963873905796,16.223395874352125,16.810992261742705,-11.600536670735577,8.884536585245126e-5,4.951684053904725,-0.7181858919097731,-0.457006882871386,Welch Two Sample t-test,two.sided,0.0016161487413858587
P30405;R4GN99;H0Y548,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",0.04030213273851402,19.84048358090787,19.800181448169354,2.7964408878719818,0.092285093929273,2.2954136530434157,-0.014654006844826506,0.09525827232185455,Welch Two Sample t-test,two.sided,0.14334805466975936
P30411,BDKRB2,B2 bradykinin receptor,0.07702869310844918,17.195314290325754,17.118285597217305,0.19419867082881673,0.853738930121394,4.949502555566236,-0.9457266671377086,1.0997840533546068,Welch Two Sample t-test,two.sided,0.8857642746036306
P30414;A0A087WYW3,NKTR,NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase,0.36576813857680435,18.273188709748403,17.9074205711716,5.889059809404952,0.014957036440820234,2.56393618474375,0.14765861159674884,0.5838776655568598,Welch Two Sample t-test,two.sided,0.036528827820259555
P30519;A0A087WT44;I3L159;I3L1F5;I3L276;I3L1Y2;I3L4P8;A0A1B0GXH0;I3L463,HMOX2,Heme oxygenase 2,0.16430234999169357,19.619324146225424,19.45502179623373,3.6669170930736557,0.017457673328903,4.498977837216411,0.04515609352328532,0.2834486064601018,Welch Two Sample t-test,two.sided,0.040709729160782346
P30520;Q8N142,ADSS,Adenylosuccinate synthetase isozyme 2,-0.20262705916132973,19.06673988809588,19.26936694725721,-6.646361202784802,0.001198075927082303,4.961272042215383,-0.2811805324923076,-0.12407358583035183,Welch Two Sample t-test,two.sided,0.00636025811614044
P30530;M0R0W6,AXL,Tyrosine-protein kinase receptor UFO;Receptor protein-tyrosine kinase,0.5171701000374291,17.348896846408522,16.831726746371093,12.62471651315243,5.883898204737606e-4,3.3731424224566093,0.3945922793821878,0.6397479206926705,Welch Two Sample t-test,two.sided,0.00421766462186661
P30533;A0A3B3IRQ7;D6REW6,LRPAP1,Alpha-2-macroglobulin receptor-associated protein,-0.028236902833626232,19.051713614231513,19.07995051706514,-1.237494193699371,0.29347513244280976,3.448753829741798,-0.09578983681827845,0.039316031151025985,Welch Two Sample t-test,two.sided,0.3702327738958079
P30711;A0A0G2JQD2;A0A0G2JQM0;A0A0G2JRN4;A0A0G2JRQ5;A0A0G2JMS2;A0A0G2JQD8;A0A0G2JRG0;A0A1B0GXB6;A0A0G2JRJ5;Q6ICJ4;A0A087WY67;P0CG30;P0CG29,GSTT1,Glutathione S-transferase theta-1,0.07174115952301285,15.84176087077307,15.770019711250058,1.637767713738214,0.16273476486173766,4.971174801824074,-0.04105787524066104,0.18454019428668678,Welch Two Sample t-test,two.sided,0.22749549662373433
P30740,SERPINB1,Leukocyte elastase inhibitor,-0.4728538619711493,19.371684808186394,19.844538670157544,-21.531282091088276,5.689521393387376e-6,4.81325571621221,-0.5299722380893076,-0.41573548585299097,Welch Two Sample t-test,two.sided,4.972641697820567e-4
P30825;Q5JR49,SLC7A1,High affinity cationic amino acid transporter 1,-0.1955273020374797,17.361432557441752,17.55695985947923,-3.8805350820896387,0.011886103506873264,4.945202274141108,-0.3254832828943005,-0.06557132118065892,Welch Two Sample t-test,two.sided,0.03057826078789413
