protein_ids,symbols,description,log2FoldChange,log2_GiB,log2_DMSO,statistic,p.value,parameter,conf.low,conf.high,method,alternative,padj
Q9H0G5;A0A024QZ33;K7ERM9,NSRP1;CCDC55,Nuclear speckle splicing regulatory protein 1,-0.1367804103730066,17.933116043461766,18.069896453834772,-5.481310723411497,0.0049226932536897035,4.127219255657375,-0.20522953850291448,-0.0683312822430987,Welch Two Sample t-test,two.sided,0.01628065301611302
A0A024QZP7;P06493;A0A087WZZ9;E5RIU6,CDC2;CDK1,Cyclin-dependent kinase 1,-0.32315121946972525,20.732723634353096,21.05587485382282,-26.605864344922477,1.430258203795842e-6,4.990507145510674,-0.3543910293331843,-0.2919114096062662,Welch Two Sample t-test,two.sided,3.0103548940248507e-4
A0A024R4E5;Q00341;H0Y394;C9JIZ1;H7C0A4;C9J5E5;C9JZI8;C9JES8;C9JHZ8;C9JHS7;C9JK79;C9JT62;C9JHN6;C9JEJ8;C9JBS3;C9JQ82;H7C2D1;C9JMQ6;H7BZC3;C9J739;H7C3D0;C9JHS9,HDLBP,Vigilin,0.2328026325768846,21.96235774739586,21.729555114818975,16.903894324284114,0.001566315010571655,2.376113472293214,0.1816861019374702,0.28391916321629895,Welch Two Sample t-test,two.sided,0.00754914943483865
A0A087WZA9;A0A024R4K9;A0A087X266;Q9BXJ8,TMEM120A;TMPIT,Transmembrane protein 120A,0.2841670379886523,10.595156317011126,10.310989279022474,1.0011660715683681,0.3633481815920594,4.927003028355128,-0.4487201812303443,1.0170542572076489,Welch Two Sample t-test,two.sided,0.4427862670265755
A0A024R571;Q9H4M9;C9JC03;C9J2Z4;C9JIJ3;C9IZH1;C9JDQ8,EHD1,EH domain-containing protein 1,0.08578154528945348,20.8391606244149,20.753379079125448,6.141621214791042,0.012071450633261928,2.6711993819003483,0.0380700695583119,0.13349302102059504,Welch Two Sample t-test,two.sided,0.030936789164675148
K7EN05;K7EPC8;A0A024R7E8;K7EQ44;K7EMV4;P60002,ELOF1,Transcription elongation factor 1 homolog,-0.08467944670287153,17.143459045633072,17.228138492335944,-1.2362772318818016,0.2713049223911716,4.995700544186311,-0.2607983633149581,0.09143946990921505,Welch Two Sample t-test,two.sided,0.3465998375120113
A0A024R7W5;A0A087X0Q1;A0A087WY31;Q7Z739,YTHDF3,YTH domain-containing family protein 3,0.05850622741912659,18.90850419242102,18.849997965001894,2.0667196060287325,0.10811783627057234,3.9721830455137876,-0.02030898361518055,0.13732143845343375,Welch Two Sample t-test,two.sided,0.16277271859292644
A0A024RA52;P25787;A0A7I2V2H3;A0A7I2YQP7;C9JCK5;H3BT36,PSMA2,Proteasome subunit alpha type;Proteasome subunit alpha type-2,-0.32049659034238687,18.463446033223143,18.78394262356553,-8.42727405612996,3.867603471718092e-4,4.997742763826323,-0.4182713440033147,-0.22272183668145903,Welch Two Sample t-test,two.sided,0.003305184770320368
A0A024RAC6;Q14241,TCEB3,Transcription elongation factor B polypeptide 3,0.003776149854147093,19.899479127198063,19.895702977343916,0.11518727707048478,0.9142707291310259,3.701937682557483,-0.09020755133511985,0.09775985104341404,Welch Two Sample t-test,two.sided,0.934514989779179
E9PRM7;A0A0J9YWM3;A0A024RCG2;Q96BI1,SLC22A18,Solute carrier family 22 member 18,-0.33043559242160647,13.576783006022806,13.907218598444413,-2.6903379274431125,0.08271864720919751,2.7191475696316845,-0.7451759933844053,0.08430480854119245,Welch Two Sample t-test,two.sided,0.13215226235834504
G8JLL2;A0A0G2JK02;A0A0G2JIU6;A0A0G2JHB6;A0A0G2JKR3;A0A140T9Y1;A0A0G2JLL3;A0A0G2JLA3;A0A0G2JH76;A0A024RCQ8;A0A140T8X7;Q9UMR5;A0A0G2JLK6;A0A0G2JLK3,PPT2;hCG_1999928,Lysosomal thioesterase PPT2,-0.15836735657024903,17.374910807231306,17.533278163801555,-2.4374323575685195,0.058945912679358815,4.9893079805571325,-0.3254935488072901,0.008758835666792045,Welch Two Sample t-test,two.sided,0.1018425033245116
P46379;A0A7I2V508;A0A0G2JK23;A0A024RCR6;A0A0G2JL47;A0A0G2JJM1;X6REW1;F6S6P2;F6X9W3;F6U341;F6VEM6;F6WML8;A0A1B0GX79;F6TC96;A0A0G2JJR8;H0Y710;A0A7I2V3H1;F6XTU0;F6U1F2;F6UR09;H0Y4L1,BAG6;BAT3,Large proline-rich protein BAG6,0.15883690522883143,19.169329158574236,19.010492253345404,13.64402019733067,1.4018882406905572e-4,4.113993103439512,0.12686507130279762,0.19080873915486526,Welch Two Sample t-test,two.sided,0.0020373584507160153
Q8NB49;A0A067XG54;H7C0E8,ATP11C,Phospholipid-transporting ATPase IG;Phospholipid-transporting ATPase,0.04191107853223386,16.395282602141275,16.35337152360904,0.7818873570804787,0.4980043176093315,2.6549725789415395,-0.14192939941897872,0.22575155648344647,Welch Two Sample t-test,two.sided,0.574418142165963
G5E9M9;A0A075B6E4;A0A0A6YYI5;G5E9M7;Q14135,VGLL4,Transcription cofactor vestigial-like protein 4,-0.9432649013387593,10.97683269709554,11.9200975984343,-2.68953069688685,0.08864359004953783,2.551465499284657,-2.1790492609168046,0.29251945823928627,Welch Two Sample t-test,two.sided,0.13917574437717856
A0A075B6F9,NOSIP,NA,0.46313969082962103,14.246898027417105,13.783758336587484,6.46552182336285,0.0014300930141388421,4.892332783363493,0.2777776463532637,0.6485017353059784,Welch Two Sample t-test,two.sided,0.007169713897312456
A0A075B6H3;Q5TGY1,TMCO4,Transmembrane and coiled-coil domain-containing protein 4,-0.1449163624033769,12.986045872496002,13.130962234899378,-1.0536448311175073,0.39976802182618576,2.0605329555850203,-0.7203437321779264,0.4305110073711724,Welch Two Sample t-test,two.sided,0.47915146883720017
Q9C0C7;A0A075B6T1;H0YE34,AMBRA1,Activating molecule in BECN1-regulated autophagy protein 1,-0.8189418301424034,12.04394561319553,12.862887443337934,-2.3922590526792695,0.1068372804974834,2.6801408572025354,-1.9857673845832948,0.34788372429848824,Welch Two Sample t-test,two.sided,0.16132650856047076
H0YN88;A0A075B716;H3BNC9;P08708;H0YN73;A0A0J9YYC4,RPS17,40S ribosomal protein S17,0.42394322176574306,21.049618742409013,20.62567552064327,12.144884192119601,3.526130447859392e-4,3.7999972581960746,0.3249801859825057,0.5229062575489803,Welch Two Sample t-test,two.sided,0.0031576209133494966
A0A087WX83;A0A075B749;Q5VU43;E9PQG4;H0YEW6,PDE4DIP,Myomegalin,0.08725758277030948,17.90414963076998,17.81689204799967,2.9784228114644664,0.04895765667714113,3.462808398083394,6.907204334065953e-4,0.17382444510721237,Welch Two Sample t-test,two.sided,0.08834211649407928
A0A075B754;Q96QE3,ATAD5,ATPase family AAA domain-containing protein 5,-0.34575989500154947,15.066850619472017,15.412610514473567,-6.005841613180903,0.0018522218080603543,4.9889735410398375,-0.49384826232263657,-0.1976715276804623,Welch Two Sample t-test,two.sided,0.00836754924316721
K7ELY8;A0A075B773;O00623,PEX12,Peroxisome assembly protein 12,-0.4106735795216423,15.6377171886894,16.048390768211043,-15.149844707755955,3.444604833589118e-5,4.729184698628441,-0.48157295749223644,-0.3397742015510482,Welch Two Sample t-test,two.sided,0.0010448740508492143
A0A075B780;O14787;K7ENW1;K7ESC1;K7EMA3,TNPO2,Transportin-2,0.12158491619791079,19.58665364595072,19.465068729752808,2.061805585418247,0.09570689359819197,4.8708242529804116,-0.031219781536883744,0.2743896139327054,Welch Two Sample t-test,two.sided,0.14775287035707685
A0A075B784;Q9P275;E9PEW0;K7ELR5;Q8IXW9;K7EQS0;K7EPT1;K7ERC1;K7ELT3;K7EMM6;K7EJI3;U3KQ92,USP36,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 36,0.21927572393762063,17.532975513568687,17.313699789631066,11.370306712948524,8.289317770532811e-4,3.375614774702844,0.16159065647890594,0.2769607913963353,Welch Two Sample t-test,two.sided,0.0051568754544508485
A0A075B785;A0A2R8Y566;Q9P260,KIAA1468,LisH domain and HEAT repeat-containing protein KIAA1468,-0.15094209561209482,15.356064438214295,15.50700653382639,-2.785417433841732,0.0428612344528253,4.55284875725458,-0.29445953745250253,-0.007424653771687112,Welch Two Sample t-test,two.sided,0.08001408918986588
M0QXX5;M0R0E9;A0A075B7A1;M0R344;Q9NRA0,SPHK2,Sphingosine kinase 2,0.37378553192889896,13.321089951213995,12.947304419285096,4.066951556006794,0.010535928500635344,4.795554476787266,0.13446653481366125,0.6131045290441367,Welch Two Sample t-test,two.sided,0.028044323313627197
U3KQE2;K7EIV0;A0A075B7C0;A0A0C4DGQ5;P04632;U3KPR7;K7EKD8;K7ELJ7;K7EM73;Q96L46,CAPNS1,Calpain small subunit 1,-0.13546534439123903,19.006717031264365,19.142182375655604,-4.907031029516051,0.005297576535230498,4.684453582331358,-0.20789195550071712,-0.06303873328176095,Welch Two Sample t-test,two.sided,0.01708097107153759
V9GY97;A0A087X0V7;A0A087WYH9;A0A075B7G8;J3KPL8;O00213,APBB1,Amyloid beta A4 precursor protein-binding family B member 1,-0.5415052781723144,12.921129335445498,13.462634613617812,-2.935009717990889,0.07468620801177733,2.5342489379746547,-1.1946907937570426,0.11168023741241369,Welch Two Sample t-test,two.sided,0.12233085795032494
E9PIR7;F8W809;A0A087WSW9;A0A182DWI3;A0A087WSY9;Q16881;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PLT3;E9PKI4;E9PRI8;E9PQI3,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",-0.33332214064985166,20.784261665587643,21.117583806237494,-19.75080426531928,7.939452957166477e-5,3.6298687819804862,-0.38212429283723315,-0.28451998846247023,Welch Two Sample t-test,two.sided,0.0015397371045629067
A0A1W2PQN6;E9PMG3;A0A087WSZ7;A0A1B0GW84;Q07343;Q08499,PDE4B;PDE4D,"cAMP-specific 3,5-cyclic phosphodiesterase 4B;cAMP-specific 3,5-cyclic phosphodiesterase 4D",-0.37975655985252565,11.45122730833799,11.830983868190515,-2.4363419565251334,0.06876563358383293,4.179756901091431,-0.8052832861517099,0.04577016644665847,Welch Two Sample t-test,two.sided,0.11481373615436191
K7ERP4;A0A087X2I2;A0A087WT12;P36969;K7EKX7;R4GNE4;K7ENB4;K7EJ20;A0A087X247;A0A0A0MTT1,GPX4,"Glutathione peroxidase;Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",0.5249168600128975,18.660286679907717,18.13536981989482,39.055294218404924,1.1172245514527225e-6,4.324981317420641,0.4886807038135485,0.5611530162122464,Welch Two Sample t-test,two.sided,3.0103548940248507e-4
A0A087WT18;Q96A73,KIAA1191,Putative monooxygenase p33MONOX,0.05310066044435757,16.716293433014254,16.663192772569897,0.996225840184299,0.4000800526379264,2.6918810862211258,-0.1280607152939254,0.23426203618264055,Welch Two Sample t-test,two.sided,0.47943779616848403
A0A087WT20;Q9NV06;B3KME9;E5RHM4;A0A087X1F8,DCAF13,DDB1- and CUL4-associated factor 13,0.06049973723544966,19.334272621942763,19.273772884707313,3.2547254417734126,0.04629398243450751,3.0464299041905667,0.0018503341076005154,0.11914914036329881,Welch Two Sample t-test,two.sided,0.08457554483227334
A0A087WT45;Q4V328;A0A087WXA6;A0A087WW92;A0A087WZF5,GRIPAP1,GRIP1-associated protein 1,0.2313276943933147,19.819627384435805,19.58829969004249,13.436681554924268,6.475588298593446e-4,3.1896272566857617,0.17833568766912128,0.2843197011175081,Welch Two Sample t-test,two.sided,0.004430843559215035
A0A087WT53;Q96QZ7;A0A087WXD2;H7C5T8;H7C4U7;H7C535,MAGI1,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",-0.289835421247556,14.012081796899459,14.301917218147015,-2.681028570932812,0.04433000062174358,4.937603259823686,-0.5687904741843351,-0.010880368310776873,Welch Two Sample t-test,two.sided,0.08185440959874062
A0A087WTA5;H7C2L8,EIF2B4,NA,0.30330139385334043,14.71058938717923,14.40728799332589,2.478895811044981,0.056274775998962016,4.963621626622823,-0.011912690885981137,0.618515478592662,Welch Two Sample t-test,two.sided,0.0980806053371965
A0A087WVW5;A0A087WTB0;Q92698,RAD54L,DNA repair and recombination protein RAD54-like,-0.28228131086011743,12.165864221133877,12.448145531993994,-1.644722778823686,0.1719790335817707,4.199512059939711,-0.7500016527885306,0.18543903106829568,Welch Two Sample t-test,two.sided,0.23813319922444168
A0A087WTB8;P15374;Q5TBK7,UCHL3,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase isozyme L3,0.19386119712080685,18.37598452777141,18.182123330650604,12.404530216054846,0.0014520381439473828,2.846617351457836,0.14257411513371204,0.24514827910790166,Welch Two Sample t-test,two.sided,0.0071942283045304915
A0A087WVC6;A0A087WTK0;Q12913,PTPRJ,Protein-tyrosine-phosphatase;Receptor-type tyrosine-protein phosphatase eta,-0.23003002193845035,17.610853974519692,17.840883996458142,-4.666949630600602,0.005644619718987807,4.948032771876087,-0.35713313057265683,-0.10292691330424382,Welch Two Sample t-test,two.sided,0.017917909083760328
A0A087WTM1;Q9Y6N7;A0A087WZ85;A0A0A0MSX4;H7C545,ROBO1,Roundabout homolog 1,-0.14703984220096444,17.432279252093387,17.579319094294352,-6.3395741362651,0.0021612227157490403,4.46856627947926,-0.2088589901571047,-0.08522069424482415,Welch Two Sample t-test,two.sided,0.009253308231048307
C9JGR9;E7EQ49;A0A087WTQ2;A0A3B3IT47;Q9Y2I8,WDR37,WD repeat-containing protein 37,0.0185353620137505,15.0668285021548,15.04829314014105,0.20083820197982946,0.8490619148014866,4.796539462842217,-0.2217626800210407,0.25883340404854166,Welch Two Sample t-test,two.sided,0.8821684659254627
A0A096LNJ4;A0A087WX43;D6RE84;A0A087WTT9;A0A1B0GVW6;Q9NP73;A0A096LP10;A0A096LNL2,ALG13,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,0.45552644684266497,16.9773901726073,16.521863725764636,9.697749216226159,0.0017939534030023596,3.190166537240665,0.31095617749562743,0.6000967161897025,Welch Two Sample t-test,two.sided,0.00818897253250729
A0A087WTU1;A0A0B4J2G4;Q15345;A0A087X0S7;A0A0C4DH00,LRRC41,Leucine-rich repeat-containing protein 41,-0.2663150033912771,17.167031582102766,17.433346585494043,-6.848616412248519,0.010194319316263387,2.5765026728907103,-0.40240993436533157,-0.1302200724172227,Welch Two Sample t-test,two.sided,0.02732048825904853
A0A087WTU5;A0A087X0N3;Q96MY1,NOL4L,Nucleolar protein 4-like,-0.597542653569576,10.853556404667334,11.45109905823691,-2.2953826580272856,0.07021385941473902,4.9963830794771695,-1.2668719238539807,0.07178661671482872,Welch Two Sample t-test,two.sided,0.11666007057011052
A0A087WV20;A0A087WTU9;Q8TCU4;H7C1D9,ALMS1,Alstrom syndrome protein 1,0.16409799790091917,15.746019269790944,15.581921271890025,3.969886020034485,0.011233842417626757,4.8654390809918064,0.05695120705687562,0.2712447887449627,Welch Two Sample t-test,two.sided,0.029321392005708696
A0A087WVR3;A0A087WTW0;Q96T88;A0A087WWG9,UHRF1,E3 ubiquitin-protein ligase UHRF1,-0.1503001282374683,18.67786154173271,18.82816166997018,-3.577138471639986,0.020455287922441237,4.313291715595202,-0.26369072644770314,-0.036909530027233454,Welch Two Sample t-test,two.sided,0.04563798922110358
A0A087WTY9;Q9Y605,MRFAP1,MORF4 family-associated protein 1,0.9019165282993384,15.577437355687115,14.675520827387777,9.767366812346427,2.2556345137066773e-4,4.852926419415051,0.6623694582480605,1.1414635983506163,Welch Two Sample t-test,two.sided,0.002626231658498627
H0YI50;A0A087WU02;Q96RQ1;F8VPA6;H0YI58;F8W0R1;F8VR88,ERGIC2,Endoplasmic reticulum-Golgi intermediate compartment protein 2,0.09973689975513089,14.857251350623494,14.757514450868364,1.5039806311834845,0.2048149756577254,4.130949244408283,-0.08210470824102431,0.28157850775128607,Welch Two Sample t-test,two.sided,0.2757367355589218
A6NNI4;A0A2R8Y478;A0A7I2V3T0;A0A7I2V3T7;G8JLH6;A0A087WU13;F5GXT1;P21926,CD9,Tetraspanin;CD9 antigen,-1.2007505420384739,18.09530183862919,19.296052380667664,-25.634775315213027,4.120182274524581e-5,3.5023268250400448,-1.3384237364425309,-1.0630773476344169,Welch Two Sample t-test,two.sided,0.001111431885164964
E9PE15;A0A087WU31;A0A0A0MTB7;P51790;D6RIX3;D6RDZ6;H0Y8Z8,CLCN3,Chloride channel protein;H(+)/Cl(-) exchange transporter 3,-0.2995152922503479,16.23242075350681,16.531936045757156,-11.939320147279531,1.1495417214418943e-4,4.651430172538949,-0.36548307463089685,-0.233547509869799,Welch Two Sample t-test,two.sided,0.0018605545639633625
A0A087WU53;Q9H0U3,MAGT1,Magnesium transporter protein 1,-0.17940965125939456,17.245011315185383,17.424420966444778,-2.6579014697889183,0.09372590857508598,2.4756024424261343,-0.4224104886653644,0.06359118614657529,Welch Two Sample t-test,two.sided,0.1453106269417428
A0A087WU65;A0A2R8YE10;A0A2R8YD95;Q9NRW7;A0A1B0GXI6;A0A2R8YF01;A0A2R8YEX8;B7Z7G7,VPS45,Vacuolar protein sorting-associated protein 45,-0.40113991942188676,19.079069229719707,19.480209149141594,-15.406686961391307,1.8601700776928003e-4,3.653919751225588,-0.4762115238140268,-0.3260683150297467,Welch Two Sample t-test,two.sided,0.002342958117548104
Q8WYA6;A0A087WUB9;A2A2P1,CTNNBL1,Beta-catenin-like protein 1,-0.19069992032252614,19.184599167377762,19.375299087700288,-8.17587716553294,0.011314200067325537,2.1779823129134757,-0.28359445467829125,-0.09780538596676101,Welch Two Sample t-test,two.sided,0.029465467398219664
A0A087WUC6;E9PI68;Q15005;E9PL01;H0YE04;E9PRB9,SPCS2,Signal peptidase complex subunit 2,0.166215427150199,18.568510638171592,18.402295211021393,3.7101604735824187,0.02259933340999097,3.8010305298910163,0.03922010569816882,0.2932107486022292,Welch Two Sample t-test,two.sided,0.049133874130179375
C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3;E7EWC7;C9J1N5;B0VJY8;A0A0G2JN70;A0A0G2JPW6,LENG8,Leukocyte receptor cluster member 8,-0.08696812021110745,16.79044275102813,16.87741087123924,-3.50159200151636,0.017260949399917357,4.998954214044589,-0.15081700314391558,-0.023119237278299287,Welch Two Sample t-test,two.sided,0.04037368452971021
A0A087WUI6;Q8WXW3,PIBF1,Progesterone-induced-blocking factor 1,-0.045366182178348424,16.521675831407375,16.567042013585723,-1.5506476884993121,0.18287280350573262,4.898783616245541,-0.12104162180810715,0.03030925745141031,Welch Two Sample t-test,two.sided,0.2506232964624874
A0A087WUK2;O14979;REV__A0A0B4J1R9;REV__Q8N0S2;REV__Q9ULL8,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,-0.3303387292770097,21.417492621320562,21.747831350597572,-4.141989943465249,0.009089624351745207,4.971550215824696,-0.535705331778805,-0.12497212677521448,Welch Two Sample t-test,two.sided,0.02519344085652847
A0A087WUL2;P49720;A0A087WXQ8;A0A087WY10,PSMB3,Proteasome subunit beta type-3,-0.2646634440346318,18.984924074315213,19.249587518349845,-7.216586467557731,0.0016860120751956862,4.156275929675533,-0.36499540452852053,-0.16433148354074312,Welch Two Sample t-test,two.sided,0.007894149394934089
A0A0A0MT50;A0A087X1S4;A0A087WUP2;E7ESE9;J3KNW2;E7EUP4;B5MDK9;Q9H322;Q9NNX9;Q9H320;Q9H321,VCX3B;VCX;VCX3A;VCX2,Variable charge X-linked protein 2;Variable charge X-linked protein 3;Variable charge X-linked protein 1;Variable charge X-linked protein 3B,0.31018703854495655,18.602383953176346,18.29219691463139,4.429220684319225,0.04637052624420258,2.023697086690388,0.01221994298000361,0.6081541341099095,Welch Two Sample t-test,two.sided,0.08466818928433088
F8WBY6;A0A087WUP3;Q8N3Z3,GTPBP8,GTP-binding protein 8,-0.21775131922018254,12.62548993936868,12.843241258588863,-1.0319933740949758,0.393048193735485,2.4492395509924267,-0.9833084714618537,0.5478058330214887,Welch Two Sample t-test,two.sided,0.4727396165020375
A0A087WUQ6;P07203;A0A2R8Y6B6;A0A7I2YMD7;A0A7I2UQ36,GPX1,Glutathione peroxidase;Glutathione peroxidase 1,0.32308279161568976,19.63620114903444,19.31311835741875,8.847649356726627,3.727995855977419e-4,4.810222158870485,0.22808993223740845,0.41807565099397104,Welch Two Sample t-test,two.sided,0.0032409831347389893
A0A087WUT6;O60841,EIF5B,Eukaryotic translation initiation factor 5B,0.16108646305523422,22.278715983234154,22.11762952017892,7.920614478973439,0.0034614602744734153,3.1623665866976594,0.09820301571245045,0.22396991039801797,Welch Two Sample t-test,two.sided,0.012790232299421217
A0A087WV02;B4DRP8;A0A087WVP9;Q9Y2G7;Q8N141;Q9HCL3;Q8TAF7;P17039,ZNF461;ZFP30;ZFP82;ZFP14;ZNF30,Zinc finger protein 30 homolog;Zinc finger protein 82 homolog;Zinc finger protein 14 homolog;Zinc finger protein 461;Zinc finger protein 30,0.13974644103362976,16.916221428606423,16.776474987572794,1.8526981690266366,0.1250031412194663,4.843323703672813,-0.05605080642183592,0.33554368848909544,Welch Two Sample t-test,two.sided,0.18322799434114523
Q99417;A0A087WV05;A0A0D9SEI7,MYCBP,C-Myc-binding protein,0.29926360194441415,18.954377844680412,18.655114242735998,7.0138417908799555,0.002020377214709704,4.07996613817544,0.1817095316754912,0.4168176722133371,Welch Two Sample t-test,two.sided,0.00883493838720621
A0A087WV46;C9JXA7;Q0VGL1;A0A087WT92,LAMTOR4,"Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed",0.021512253285376204,16.629202315237173,16.607690061951796,0.31227713076435143,0.7786761188002213,2.538704566825355,-0.222074387964998,0.2650988945357504,Welch Two Sample t-test,two.sided,0.8229961236271285
X6RCC3;A0A087WV97;Q8WU79,SMAP2,Stromal membrane-associated protein 2,0.009884640325434901,16.588051176902493,16.578166536577058,0.217237416552516,0.836908960632287,4.825067587873568,-0.10836788085663378,0.12813716150750357,Welch Two Sample t-test,two.sided,0.8713370770242441
A0A087WVA1;P62341;F8WBD0;Q6IAK0,SELT,Selenoprotein T,0.3608517343970057,15.916432086124821,15.555580351727816,6.537503659078485,0.00682767576577125,3.0621485441934375,0.1871894689538796,0.5345139998401317,Welch Two Sample t-test,two.sided,0.020548858881832208
A0A087WVD1;Q96B70,LENG9,Leukocyte receptor cluster member 9,0.5102678194975709,16.508263847854085,15.997996028356514,1.3907354784983696,0.2235590546340115,4.952381613977835,-0.4356257442568529,1.4561613832519948,Welch Two Sample t-test,two.sided,0.29574764947042287
A0A087WVD7;Q9Y3D8;D6RDH4,TAF9;AK6,Adenylate kinase isoenzyme 6,-0.05386181014398872,16.840747278786115,16.894609088930103,-0.9132007967002149,0.4035392937314995,4.935678156637057,-0.20607440891704493,0.09835078862906749,Welch Two Sample t-test,two.sided,0.48322982652721574
A0A087WVE9;Q9HBZ2,ARNT2,Aryl hydrocarbon receptor nuclear translocator 2,-0.9073217006812211,10.400651330981237,11.307973031662458,-2.375963041206,0.0834597921765853,3.60329131910143,-2.0152391142431823,0.20059571288074035,Welch Two Sample t-test,two.sided,0.13304448874453229
A0A087WVM4;B7ZM99;Q6UB35;H0Y327;Q4VXM0;Q5JYA8;Q5JYA3;Q4VXV2,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",0.26610913763647304,19.244633078531237,18.978523940894764,8.933761170796394,6.96814525776788e-4,4.193414601300889,0.18489027078951398,0.34732800448343215,Welch Two Sample t-test,two.sided,0.00461135164779736
A0A087WVP4;A0A087X1R1;P53814;A0A096LNK9;H7BZZ8;B5MCI0,SMTN,Smoothelin,0.7718756735123655,17.498468355521766,16.7265926820094,31.43190026673246,1.1155241701522795e-6,4.733596837668063,0.7076660101144786,0.8360853369102526,Welch Two Sample t-test,two.sided,3.0103548940248507e-4
A0A087WVQ6;Q00610;J3KS13;A0A087WX41;P53675;K7EJJ5;J3KSQ2;J3KRF5;J3QL20,CLTC,Clathrin heavy chain;Clathrin heavy chain 1,-0.2752677972182269,23.132491999055837,23.407759796274064,-16.218649273765813,3.963137764288527e-5,4.449792596439757,-0.32057008622473365,-0.22996550821172015,Welch Two Sample t-test,two.sided,0.0010961336727810674
A0A087WVS8;Q70IA6,MOB2,MOB kinase activator 2,0.7208359445181696,13.806984842136268,13.086148897618099,8.19322695575658,6.277110144845014e-4,4.636094785154455,0.4892322906564123,0.952439598379927,Welch Two Sample t-test,two.sided,0.004324974304900297
A0A087WVZ6,ZMYND8,NA,-0.13103769234501428,17.19726005446211,17.328297746807124,-4.204133066428212,0.02690107372706664,2.864355729229444,-0.2329417439776521,-0.029133640712376428,Welch Two Sample t-test,two.sided,0.05582306817177404
A0A087WW40;Q9Y371,SH3GLB1,Endophilin-B1,-0.15971007641529056,17.487862120487545,17.647572196902836,-7.669745804813265,0.0034166795867145716,3.260181978391712,-0.22308564429676528,-0.09633450853381584,Welch Two Sample t-test,two.sided,0.012656664991397797
A0A1B0GUM7;K7EKF7;K7EQ95;A0A384DVW2;A0A1B0GTI4;B5TYJ1;A0A1B0GU74;A0A590UJK2;A0A1B0GTW2;A0A1B0GUS3;A0A1B0GU81;A0A1B0GTN7;A0A1C7CYY9;A0A087WW63;O00555,CACNA1A,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,-0.27596398061658256,13.413624610449089,13.689588591065672,-1.6927727335768437,0.1657655144357727,3.9993087175424438,-0.7286243181040061,0.1766963568708409,Welch Two Sample t-test,two.sided,0.23089522888365704
A0A590UJS8;A0A087WW65;A0A5F9ZA98;O75027;B4DGL8;A0A2R8Y473;E9PJR8,ABCB7,"ATP-binding cassette sub-family B member 7, mitochondrial",-0.14119072253772558,18.537708375710427,18.678899098248152,-3.4939862231591405,0.02018862995000586,4.564661636493436,-0.24811867715655153,-0.034262767918899636,Welch Two Sample t-test,two.sided,0.045150620717259775
A0A087WW66;Q99460;A0A7I2YQY1;A0A7I2V262;A0A7I2V5C8;A0A7I2V2K8;A0A7I2V641;A0A7I2V479;A0A7I2V523;A0A7I2V4X0;A0A7I2YQI9;A0A7I2V491;A0A7I2V4A5;H7BZR6;C9J9M4,PSMD1,26S proteasome non-ATPase regulatory subunit 1,-0.25651619710633256,20.699429208205583,20.955945405311915,-3.402975979938708,0.024938272204390818,4.22902221679778,-0.461409514431562,-0.051622879781103165,Welch Two Sample t-test,two.sided,0.05283463939876594
A0A087WW77;Q15334,LLGL1,Lethal(2) giant larvae protein homolog 1,-0.30567106195629634,18.106633450669985,18.41230451262628,-9.555583531203759,3.400106080998479e-4,4.577932654587615,-0.39023417526830156,-0.22110794864429117,Welch Two Sample t-test,two.sided,0.0030931736179541885
A0A087WW78;A0A087WW82;U3KPV2;E9PKY3;P0CG08;B7ZAQ6,GPR89B;GPR89A,Golgi pH regulator B;Golgi pH regulator A,-0.25949366194060275,13.516865435230297,13.7763590971709,-2.289817293421607,0.07813337252484809,4.379728645762431,-0.563662397279455,0.0446750733982495,Welch Two Sample t-test,two.sided,0.1266608182224608
Q9UQN3;A0A087WW88;C9J0A7,CHMP2B,Charged multivesicular body protein 2b,-0.11730790528991619,17.575658457172985,17.6929663624629,-3.0941784658954345,0.03077779530846963,4.53583684877594,-0.21784241441252689,-0.01677339616730552,Welch Two Sample t-test,two.sided,0.06188602706963755
A0A087WWA3;Q4R9M9;O60333;H7C0K6;A0A0U1RQL3,KIF1B;KIF1Bbeta,Kinesin-like protein;Kinesin-like protein KIF1B,0.11141115132742385,19.72803065484767,19.616619503520248,1.1693913646009475,0.30096516537618495,4.456362067021628,-0.14276020303344378,0.3655825056882915,Welch Two Sample t-test,two.sided,0.3778637538863996
