direction,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,y
induced,GO:0000027,ribosomal large subunit assembly,18/3596,29/14222,3.02519926740753e-5,0.00109803528965162,0.00100191297374764,MRTO4/NLE1/NOP2/BRIX1/FASTKD2/RPL5/PPAN/RSL24D1/RPL10/RPL10L/RPL38/MRPL11/RRS1/DDX28/RPF2/RPL23A/MRPL20/BOP1,18,249
induced,GO:0000075,cell cycle checkpoint,81/3596,214/14222,2.9370808531169545e-5,0.00107267300722532,9.787709126078531e-4,MAD1L1/CRY1/DLG1/THOC1/CNOT4/NDC80/BAX/WDR76/CLSPN/CDC45/CDC6/MSH2/WAC/CDC5L/E2F1/BABAM1/PRPF19/ANAPC15/IK/RAD1/GADD45A/CDC20/RPA2/DCLRE1B/DUSP1/ZWINT/CDK2/MAD2L1BP/CDKN1A/XRCC3/PSMG2/E2F8/VPS4A/PCNA/APC/MDM2/BRIP1/NABP2/RB1/CUL4A/PML/TIPRL/PRCC/DTL/CNOT9/DYNC1LI1/PLK2/CHEK1/BUB3/XPC/EME1/DONSON/BTG2/NAE1/RPL26/PEA15/E2F7/PLK1/RFWD3/CRADD/CDK1/SETMAR/TRIAP1/BCL2L1/RAD9A/NABP1/PLK3/ZWILCH/HRAS/SFN/AURKB/KNTC1/RPS27L/BRCC3/H2AX/HUS1B/DDX39B/RPA4/PPP1R10/E2F4/TREX1,81,250
induced,GO:0000723,telomere maintenance,63/3596,157/14222,2.886297088621987e-5,0.00106071418006858,9.678589645201492e-4,UPF1/ERCC1/RFC2/RAD51/SIRT6/POLD3/HSP90AA1/ATRX/MAPKAPK5/HNRNPC/TFIP11/POLE2/APEX1/POLA1/ACD/RPA3/POLD2/RAD51C/GAR1/PTGES3/POLE4/RPA2/DCLRE1B/TCP1/TENT4B/HNRNPA2B1/XRCC3/DKC1/SLX1A/TERF2/PCNA/RFC3/CCT7/HNRNPD/NABP2/PML/PARN/WRAP53/PRIM2/CCT6A/TERF1/POLE3/CCT5/NEK7/HNRNPU/CCT8/NSMCE2/SMG1/CCT3/RFC4/CCT2/TERF2IP/FEN1/EXOSC10/CCNE2/ERCC4/AURKB/HUS1B/PRIM1/DCLRE1A/SMG5/PPP1R10/PINX1,63,251
induced,GO:0016556,mRNA modification,15/3596,22/14222,2.8125285035494267e-5,0.0010401048805579,9.49053808844186e-4,TRMT6/CBLL1/PUS3/ZC3H13/METTL16/DKC1/WTAP/VIRMA/METTL3/TRUB1/TRMT61A/TRMT61B/TRMT10C/PUS1/CMTR2,15,252
induced,GO:2001020,regulation of response to DNA damage stimulus,83/3596,220/14222,2.7044378930101165e-5,0.00100646169689237,9.18355758872256e-4,CRY1/ERCC1/DDX11/WAS/BCLAF1/RAD51/SIRT6/TIGAR/THOC1/ZMPSTE24/FUS/WDR76/SIRT1/TFIP11/PSMD10/PIAS4/BABAM1/RECQL5/DDX5/NSD2/FOXM1/RAD51AP1/FBXO5/OGG1/NEK4/RPA2/TRIM32/EEF1E1/AUNIP/CDKN2D/TRIM28/FIGNL1/TERF2/PCNA/CASP9/MDM2/SKIL/ACTR2/CUL4A/PML/WRAP53/CBX8/PMAIP1/MCL1/DYRK3/EGFR/RPS3/CHEK1/PPP4C/SMG1/EYA3/RPL26/USP1/PPP4R2/TERF2IP/NKX3-1/OTUB1/NUDT16L1/RFWD3/UBE2V2/SETMAR/TRIAP1/BCL2L1/BCL2/SHLD1/RAD9A/ERCC4/HIC1/MAGEF1/UBE2N/HSF1/PARPBP/BRCC3/KDM4D/SIRT7/H2AX/HMGB1/DDX39B/PPP1R10/PARG/UBE2V1/SHLD3/TAF9,83,253
induced,GO:1900034,regulation of cellular response to heat,37/3596,79/14222,2.6767367181407807e-5,0.00100249757341833,9.147386558741912e-4,CREBBP/NUP37/HSP90AA1/GSK3B/SEH1L/NUP50/NUP188/SIRT1/RAE1/DNAJB6/RPA3/NUP88/YWHAE/HSPA8/CHORDC1/NUP98/PTGES3/NUP107/BAG2/RPA2/NUP43/NUP153/DNAJB1/RPTOR/BAG3/HSPB8/SEC13/IER5/NUP35/BAG5/DNAJC7/HSF1/POM121/HSPA1B/HSPA1A/NUP62/HSBP1,37,254
induced,GO:1902749,regulation of cell cycle G2/M phase transition,80/3596,210/14222,2.5142960611360304e-5,9.476962076589654e-4,8.647346169777564e-4,PAFAH1B1/PSMB1/PSMC4/PSMA4/OFD1/PCM1/HSP90AA1/PSMC5/TPX2/DYNLL1/HAUS4/CLSPN/CDC6/PSMD5/CDC7/PSMD8/RBX1/PSMC6/PSMA3/PSMC1/PSMB5/PSMA6/MAPRE1/PSMD10/PSMD7/CCP110/BABAM1/CEP41/PSMA2/RAD51C/PSMD11/YWHAE/FBXO5/CEP72/SKP1/PSMD14/VPS4B/CDK2/CDKN1A/PSMF1/TUBG1/VPS4A/CDK4/PSMB7/DCTN3/HAUS2/PSMB6/DTL/DYRK3/CETN2/CHEK1/HAUS1/DONSON/PSMB4/NAE1/PSMC2/PSMD6/CDC25A/PSMC3/PLK1/ATF5/YWHAG/CDK1/CEP135/CKAP5/AURKB/NPM1/RAD51B/FBXL7/BRCC3/TUBB4B/HUS1B/DYNC1H1/PSMD12/CEP290/CEP43/HAUS7/CSNK1E/PINX1/PSMB3,80,255
induced,GO:1901991,negative regulation of mitotic cell cycle phase transition,83/3596,219/14222,2.229794027436445e-5,8.458831536339546e-4,7.718343061353861e-4,MAD1L1/PSMB1/PSMC4/PSMA4/JADE1/CNOT4/RBL1/NDC80/BAX/PSMC5/CLSPN/CDC6/PSMD5/PSMD8/RBX1/PSMC6/PSMA3/PSMC1/PSMB5/PSMA6/E2F1/PSMD10/PSMD7/CDK6/PSMA2/PSMD11/ANAPC15/FBXO5/IK/SKP1/PSMD14/GADD45A/CDC20/RPA2/DUSP1/CDK2/CDKN1A/PSMF1/XRCC3/PSMG2/E2F8/CDKN2D/VPS4A/PCNA/CDC73/APC/CDK4/MDM2/GPNMB/PSMB7/RB1/PML/PSMB6/CNOT9/DYNC1LI1/PLK2/BUB3/DONSON/PSMB4/BTG2/NAE1/PSMC2/RPL26/PSMD6/E2F7/PSMC3/PLK1/RFWD3/CRADD/CDK1/TRIAP1/BCL2/PLK3/SFN/AURKB/FBXL7/RPS27L/HUS1B/PSMD12/ZNF655/E2F4/PINX1/PSMB3,83,256
induced,GO:0071103,DNA conformation change,113/3596,317/14222,2.1998252599274693e-5,8.399332810632155e-4,7.664052870711082e-4,RECQL/PAF1/NCAPD2/AKAP8L/DDX11/MNAT1/NCAPH2/CENPQ/RSF1/RFC2/RAD51/MCM2/SART3/MCM6/BAZ2A/SIRT6/KAT6A/ATRX/SIRT1/TOP3B/CENPM/RBX1/ACIN1/CHD8/SUV39H1/NAA10/CENPT/ASF1B/AKAP8/GRWD1/SSBP1/TWNK/RECQL5/NCAPG/GTF2H1/ASF1A/ASCC3/RAD23B/SET/HELLS/CENPL/NAA60/HNRNPA2B1/CENPK/HJURP/ZNFX1/SOX9/MCM8/MTERF1/HAT1/TRIM28/ZNF304/H3-3B/IGHMBP2/RFC3/PPHLN1/DDB2/BRIP1/SMC2/NUSAP1/CENPO/CUL4A/BAHD1/ITGB3BP/RPS27A/GTF2H2/G3BP1/MCPH1/CETN2/GINS4/POLE3/INCENP/CENPH/CHD1/XPC/AIFM1/MIS18A/H3-3A/RFC4/HMGB2/CENPN/MCM7/NAV2/CHAF1A/CENPX/CDK1/CHD7/ATF7IP/CENPS/BANF1/RUVBL1/TOP3A/SPTY2D1/NPM1/RUVBL2/H2BC21/PURA/NAP1L2/TSPYL4/GTF2F2/H2AX/NOC2L/H1-0/HMGB1/CENPW/BRD2/NAP1L4/TREX1/GTF2H4/DDX3X/UBA52/GTF2H5/H2BC3,113,257
induced,GO:0000280,nuclear division,135/3596,390/14222,1.981277913716769e-5,7.614322962519347e-4,6.947763003931456e-4,MAD1L1/CDC27/NCAPD2/AKAP8L/TACC3/NCAPH2/CUL3/RAD51/RIOK2/RHOA/CDC42/SMC1A/SPAG5/NDC80/PIBF1/PDS5B/CHMP2B/ATRX/SEH1L/CHMP5/TPX2/NSFL1C/CDC6/CDC23/RANBP1/PRMT5/VRK1/KIF3B/CHMP4B/NAA10/AKAP8/BCCIP/UBE2S/RAD51C/KPNB1/NCAPG/ANAPC15/FBXO5/IK/RAD1/CDC20/NSL1/UBE2B/VPS4B/DUSP1/MSX2/MND1/NAA50/KIF18A/ZWINT/CENPK/MAD2L1BP/BMP4/XRCC3/PIN1/PKMYT1/LIF/PSMG2/KNSTRN/SGO1/CEP85/CHMP2A/TUBG1/PSMC3IP/FIGNL1/VPS4A/CDCA8/APC/BORA/BRIP1/SMC2/NUMA1/NUSAP1/KIF23/ACTR2/RB1/ANAPC11/DYNC1LI1/ANKRD31/BOD1/TERF1/MKI67/INCENP/CHEK1/DSN1/HNRNPU/BUB3/EME1/NSMCE2/TGFA/MAP9/PLK1/DAPK3/MIS12/CENPX/CDK1/NME6/MTBP/PDE3A/IHO1/UBE2C/CENPS/CCNE2/PPP2R2D/ERCC4/AURKAIP1/SPHK1/CDC26/HASPIN/AURKB/C14orf39/RRS1/RCC1/GPR3/TDRKH/RAD51B/KNTC1/HSF1/MYBL1/KIF18B/SIRT7/FANCA/PIWIL2/PRC1/HSPA1B/HSPA1A/MSH5/MZT1/MAP10/NUP62/CATSPERZ/KIFC1/PDXP/PINX1/CHMP1B,135,258
induced,GO:0048024,"regulation of mRNA splicing, via spliceosome",46/3596,104/14222,1.932447481844357e-5,7.47552052187159e-4,6.821111367701307e-4,PTBP1/THRAP3/U2AF2/JMJD6/SART3/YTHDC1/REST/CIRBP/DDX17/SNW1/SRSF5/C1QBP/DDX5/HSPA8/PRPF19/NUP98/SRSF3/RBM24/IK/SRSF4/RBM25/HNRNPA2B1/SMU1/RBM19/NSRP1/METTL16/RBM39/KHDRBS3/SRSF1/TRA2B/NCBP1/MBNL2/SF3B4/WTAP/SAP18/MBNL1/HNRNPU/SON/MAGOH/CWC22/SF1/LARP7/SRSF10/RNPS1/SRSF8/RBM8A,46,259
induced,GO:0043484,regulation of RNA splicing,60/3596,146/14222,1.902483982343825e-5,7.408348222636881e-4,6.759819350300785e-4,PTBP1/CLK1/THRAP3/U2AF2/JMJD6/SART3/YTHDC1/REST/RBM22/FUS/HNRNPH3/CIRBP/DDX17/SNW1/SRSF5/PQBP1/ESRP2/C1QBP/DDX5/HSPA8/PRPF19/NUP98/SRSF3/RBM24/IK/SRSF4/RBM25/HNRNPA2B1/SMU1/RBM19/NSRP1/METTL16/RBM39/KHDRBS3/SRSF1/TRA2B/NCBP1/TMBIM6/MBNL2/SF3B4/WTAP/SAP18/MBNL1/HNRNPU/SON/MAGOH/CWC22/FASTK/SF1/HNRNPF/LARP7/CLK3/POLR2A/RBM12B/SRSF10/HSPA1A/RNPS1/RBM12/SRSF8/RBM8A,60,260
induced,GO:0006613,cotranslational protein targeting to membrane,44/3596,98/14222,1.8429565193130086e-5,7.224389555706994e-4,6.591964476448005e-4,SEC62/SEC61A1/RPL18/TRAM2/SRP54/RPS16/RPL18A/SEC61B/RPL19/RPL34/SSR3/RPS15/RPL22/RPL5/RPS10/RPL23/RPL36/RPL27/RPS15A/RPL35/SRP14/SRP9/RPS27A/RPS3A/RPL37/RPL10/RPL7/RPL7A/RPS3/SRP19/RPL30/RPL26/SSR2/RPS14/SRP68/ARL6IP1/RPS7/RPL38/RPL35A/SRPRA/RPL23A/UBA52/RPL36A/RPL17,44,261
induced,GO:0019076,viral release from host cell,20/3596,33/14222,1.811532172968129e-5,7.148865219498387e-4,6.52305156172275e-4,TSG101/CHMP2B/CHMP4B/VAPA/TRIM35/CHMP3/TRIM32/VPS4B/CHMP2A/TRIM28/VPS4A/VPS37B/PML/TRIM11/TRIM8/IST1/ZNF502/TRIM27/TRIM13/TRIM26,20,262
induced,GO:0035890,exit from host,20/3596,33/14222,1.811532172968129e-5,7.148865219498387e-4,6.52305156172275e-4,TSG101/CHMP2B/CHMP4B/VAPA/TRIM35/CHMP3/TRIM32/VPS4B/CHMP2A/TRIM28/VPS4A/VPS37B/PML/TRIM11/TRIM8/IST1/ZNF502/TRIM27/TRIM13/TRIM26,20,263
induced,GO:0035891,exit from host cell,20/3596,33/14222,1.811532172968129e-5,7.148865219498387e-4,6.52305156172275e-4,TSG101/CHMP2B/CHMP4B/VAPA/TRIM35/CHMP3/TRIM32/VPS4B/CHMP2A/TRIM28/VPS4A/VPS37B/PML/TRIM11/TRIM8/IST1/ZNF502/TRIM27/TRIM13/TRIM26,20,264
induced,GO:0090151,establishment of protein localization to mitochondrial membrane,26/3596,48/14222,1.7672774432386708e-5,7.117528333043414e-4,6.494457915059485e-4,CASP8/BCS1L/TP73/HSP90AA1/BAX/TIMM13/TOMM22/TIMM9/E2F1/BBC3/YWHAE/ROMO1/YWHAH/YWHAQ/TIMM10/NMT1/PMAIP1/TIMM29/MAIP1/YWHAZ/MOAP1/YWHAG/BCL2/SFN/TIMM22/PPP3R1,26,265
induced,GO:0051310,metaphase plate congression,31/3596,61/14222,1.58086181663045e-5,6.410667228818652e-4,5.849475629303378e-4,MAD1L1/CENPQ/CUL3/SPAG5/NDC80/PIBF1/CHMP2B/SEH1L/CHMP5/CDC23/CHMP4B/FAM83D/KPNB1/VPS4B/KIF18A/CHMP2A/VPS4A/CDCA8/NUMA1/BOD1/INCENP/HNRNPU/GEM/MIS12/AURKB/RRS1/DYNC1H1/NUP62/KIFC1/PINX1/CHMP1B,31,266
induced,GO:1901988,negative regulation of cell cycle phase transition,88/3596,233/14222,1.4974774402518962e-5,6.114699547695243e-4,5.579417041640288e-4,MAD1L1/PSMB1/PSMC4/PSMA4/JADE1/CNOT4/RBL1/NDC80/BAX/PSMC5/CLSPN/CDC6/PSMD5/PSMD8/RBX1/PSMC6/PSMA3/PSMC1/PSMB5/PSMA6/E2F1/PSMD10/PSMD7/BABAM1/CDK6/PSMA2/PSMD11/ANAPC15/FBXO5/IK/SKP1/PSMD14/GADD45A/CDC20/RPA2/DUSP1/CDK2/CDKN1A/PSMF1/XRCC3/PSMG2/E2F8/CDKN2D/VPS4A/PCNA/CDC73/APC/CDK4/MDM2/GPNMB/PSMB7/RB1/PML/PSMB6/DTL/CNOT9/DYNC1LI1/PLK2/CHEK1/BUB3/DONSON/PSMB4/BTG2/NAE1/PSMC2/RPL26/PSMD6/E2F7/PSMC3/PLK1/RFWD3/ATF5/CRADD/CDK1/TRIAP1/BCL2/PLK3/SFN/AURKB/FBXL7/RPS27L/BRCC3/HUS1B/PSMD12/ZNF655/E2F4/PINX1/PSMB3,88,267
induced,GO:0006368,transcription elongation from RNA polymerase II promoter,39/3596,83/14222,1.4899596325693089e-5,6.114699547695243e-4,5.579417041640288e-4,POLR2J/PAF1/ELOA/MNAT1/AFF4/CCNK/POLR2F/POLR2C/ELL/RECQL5/SUPT6H/GTF2H1/TCERG1/NCBP2/ENY2/GTF2F1/ADRM1/CDC73/CCNH/NCBP1/EAF1/GTF2H2/POLR2K/SSRP1/HNRNPU/ELOC/IWS1/WDR43/LEO1/POLR2G/POLR2L/POLR2A/NELFA/GTF2F2/SUPT5H/CTR9/SUPT4H1/GTF2H4/GTF2H5,39,268
induced,GO:0030488,tRNA methylation,23/3596,40/14222,1.4589911247173817e-5,6.0414562065762e-4,5.512585443057446e-4,METTL1/FTSJ1/HSD17B10/METTL2A/TRMT6/TRMT1/TRDMT1/TRMT13/TRMT5/MTO1/TRMO/ALKBH8/TRMT44/WDR4/TYW3/METTL2B/TRMT61A/LCMT2/TRMT61B/TRMT112/TRMT10C/BCDIN3D/METTL6,23,269
induced,GO:0070131,positive regulation of mitochondrial translation,13/3596,17/14222,1.3947345106899743e-5,5.816339661600744e-4,5.30717566329735e-4,UQCC1/CDK5RAP1/C1QBP/NSUN4/FASTKD2/FASTKD3/UQCC2/RPUSD3/TRUB2/TRMT10C/NGRN/COA3/MPV17L2,13,270
induced,GO:0006369,termination of RNA polymerase II transcription,21/3596,35/14222,1.3924138899172028e-5,5.816339661600744e-4,5.30717566329735e-4,SNRPD3/PABPN1/CSTF2/NCBP2/SNRPB/MED18/WDR33/NCBP1/SNRPF/ZNF473/SNRPG/FIP1L1/SCAF4/SLBP/PCF11/CPSF2/NUDT21/CLP1/CSTF2T/SNRPE/SCAF8,21,271
induced,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",12/3596,15/14222,1.385967154386774e-5,5.816339661600744e-4,5.30717566329735e-4,PES1/GTPBP4/FTSJ3/ZNHIT6/RPL35/WDR12/RPL7L1/RPL7/NIFK/RPF2/BOP1/ZNHIT3,12,272
induced,GO:0051783,regulation of nuclear division,69/3596,172/14222,1.245338529862558e-5,5.306225040283942e-4,4.841716618390128e-4,MAD1L1/CDC27/TACC3/CUL3/RIOK2/CDC42/NDC80/CHMP2B/ATRX/CHMP5/NSFL1C/CDC6/CDC23/RANBP1/PRMT5/CHMP4B/NAA10/ANAPC15/FBXO5/IK/RAD1/CDC20/UBE2B/VPS4B/DUSP1/MSX2/MAD2L1BP/BMP4/XRCC3/PIN1/PKMYT1/LIF/PSMG2/CEP85/CHMP2A/APC/BORA/NUMA1/NUSAP1/RB1/ANAPC11/DYNC1LI1/MKI67/CHEK1/HNRNPU/BUB3/NSMCE2/TGFA/MAP9/PLK1/DAPK3/NME6/MTBP/PDE3A/IHO1/UBE2C/AURKAIP1/SPHK1/CDC26/AURKB/RCC1/GPR3/KNTC1/PIWIL2/HSPA1B/HSPA1A/NUP62/PDXP/CHMP1B,69,273
induced,GO:0031126,snoRNA 3'-end processing,11/3596,13/14222,1.2314447554742044e-5,5.285324935903886e-4,4.822646114984265e-4,EXOSC5/FBL/EXOSC3/TENT4B/DKC1/PARN/EXOSC10/LARP7/EXOSC4/FBLL1/EXOSC6,11,274
induced,GO:0006997,nucleus organization,51/3596,117/14222,1.1537387432238995e-5,4.988223389820977e-4,4.5515529212168866e-4,PAFAH1B1/AKAP8L/GOPC/USP36/CHMP2B/ZMPSTE24/SEH1L/RRN3/CHMP5/NSFL1C/PES1/VRK1/CHMP4B/EMD/NUP98/NUP107/PPP2CA/RTN4/SUMO1/VPS4B/TARDBP/NUP153/EMG1/CHMP2A/H3-3B/VPS4A/ETS1/NUMA1/PML/WRAP53/SERBP1/TOR1AIP1/DYRK3/LMNA/NUP35/H3-3A/HMGB2/NOLC1/TMEM170A/PLK1/SF1/CDK1/UBXN2A/LEMD3/BANF1/ANKLE2/WDR73/PITPNB/FAM118B/PPP2R2A/CHMP1B,51,275
induced,GO:0033260,nuclear DNA replication,31/3596,60/14222,1.0241809313202117e-5,4.46087694530581e-4,4.070370531726408e-4,UPF1/WIZ/RTF2/RFC2/RAD51/MCM2/MCM6/POLD3/ZMPSTE24/ATRX/CDC45/CDC7/POLE2/GINS1/POLA1/RPA3/POLD2/POLE4/RPA2/TERF2/PCNA/RFC3/ORC3/PRIM2/TERF1/POLE3/DONSON/RFC4/MCM7/FEN1/PRIM1,31,276
induced,GO:0051205,protein insertion into membrane,31/3596,60/14222,1.0241809313202117e-5,4.46087694530581e-4,4.070370531726408e-4,CASP8/TRAM2/BCS1L/TP73/HSP90AA1/BAX/TIMM13/TOMM22/TIMM9/E2F1/SGTA/BBC3/YWHAE/ROMO1/YWHAH/YWHAQ/TIMM10/NMT1/PMAIP1/TIMM29/EGFR/MAIP1/YWHAZ/MOAP1/YWHAG/BCL2/SFN/TIMM22/GET1/GET3/PPP3R1,31,277
induced,GO:0006626,protein targeting to mitochondrion,45/3596,99/14222,1.005973737996927e-5,4.447462841670625e-4,4.058130702469598e-4,USP36/SREBF1/TIMM21/HSP90AA1/SIRT4/TIMM13/TOMM22/TIMM9/GDAP1/TIMM44/TIMM50/PMPCB/PITRM1/UBE2D3/GRPEL1/HTRA2/MTERF4/ROMO1/TOMM40/ATP5IF1/TIMM10B/PRKAA1/TIMM17A/TIMM10/TIMM29/HAX1/IMMP1L/TIMM8B/BAG3/TOMM70/AIFM1/TOMM40L/UBE2J2/FZD5/CHCHD4/GRPEL2/PMPCA/PARL/ATG13/TIMM22/UBE2L3/TIMM23B/DNLZ/PAM16/TIMM23,45,278
induced,GO:0070203,regulation of establishment of protein localization to telomere,10/3596,11/14222,8.969246497576233e-6,3.995391621647595e-4,3.645633923297134e-4,TCP1/DKC1/CCT7/WRAP53/CCT6A/TERF1/CCT5/CCT8/CCT3/CCT2,10,279
induced,GO:0010257,"NADH dehydrogenase complex assembly",33/3596,65/14222,8.720380356096006e-6,3.914185991896528e-4,3.571537057052739e-4,NDUFAB1/NDUFB4/BCS1L/TIMM21/DMAC2/NDUFB3/NDUFA8/NDUFAF4/NDUFA5/ECSIT/NDUFA10/NDUFA2/NDUFB5/DMAC1/NDUFAF1/NDUFA9/NDUFB10/NDUFS6/NDUFB11/NDUFB9/NUBPL/NDUFV3/NDUFS4/NDUFV1/NDUFS5/TMEM126A/NDUFA11/NDUFAF3/NDUFA12/NDUFA6/ND2/ND1/NDUFAF8,33,280
induced,GO:0032981,mitochondrial respiratory chain complex I assembly,33/3596,65/14222,8.720380356096006e-6,3.914185991896528e-4,3.571537057052739e-4,NDUFAB1/NDUFB4/BCS1L/TIMM21/DMAC2/NDUFB3/NDUFA8/NDUFAF4/NDUFA5/ECSIT/NDUFA10/NDUFA2/NDUFB5/DMAC1/NDUFAF1/NDUFA9/NDUFB10/NDUFS6/NDUFB11/NDUFB9/NUBPL/NDUFV3/NDUFS4/NDUFV1/NDUFS5/TMEM126A/NDUFA11/NDUFAF3/NDUFA12/NDUFA6/ND2/ND1/NDUFAF8,33,281
induced,GO:0006310,DNA recombination,101/3596,272/14222,8.53974700173859e-6,3.892535842652939e-4,3.551782167920163e-4,RECQL/REV3L/ERCC1/WAS/RAD51/ZFYVE26/TFRC/MCM2/MCM6/SIRT6/THOC1/FUS/CDC45/MSH2/CDC7/APEX1/SAMHD1/TFPT/RPA3/EXOSC3/RAD51C/RECQL5/SUPT6H/NSD2/RAD51AP1/PSMD14/INO80B/MSH6/UCHL5/RPA2/UBE2B/MND1/HROB/AP5S1/MCM8/XRCC3/AUNIP/RPAIN/PSMC3IP/NDFIP1/SLX1A/FIGNL1/TERF2/IGHMBP2/SWAP70/BRIP1/ACTR2/NABP2/WRAP53/DCAF1/ANKRD31/NONO/GINS4/CHEK1/PPP4C/KIN/EME1/SFR1/NSMCE2/TNFSF13/PPP4R2/HMGB2/MCM7/TERF2IP/STAT6/RFWD3/FEN1/IL7R/APEX2/CENPX/SHLD1/IHO1/NABP1/LIG4/CENPS/CLCF1/ERCC4/RUVBL1/SWI5/MAGEF1/UBE2N/C14orf39/RAD51B/RUVBL2/HMCES/NSMCE3/PARPBP/MORF4L1/KDM4D/H2AX/HUS1B/H1-0/HMGB1/XRCC2/RPA4/MSH5/TSN/TREX1/ZSWIM7/EXOSC6/SHLD3,101,282
induced,GO:0034248,regulation of cellular amide metabolic process,140/3596,401/14222,8.507999491365545e-6,3.892535842652939e-4,3.551782167920163e-4,UPF1/PTBP1/ELAVL1/RHOA/TCOF1/PICALM/TIGAR/PUM3/GEMIN5/MTIF2/PPP1R15A/OGFOD1/MAPKAPK5/GCN1/CIRBP/EIF3D/ALKBH1/UQCC1/CDK5RAP1/GSPT1/EIF3E/MTPN/EIF4H/LARP4B/CASC3/C1QBP/DPH1/EIF2B1/RBM24/CPEB4/NCBP2/EIF2B4/NFE2L2/NSUN4/DPH5/FASTKD2/EIF2B2/MTRF1/ETF1/SERP1/TARDBP/RPL5/ORMDL2/FASTKD3/UPF3B/GGA3/MIF4GD/HNRNPR/PIN1/METTL16/ZFP36/ORMDL1/ILF3/NGDN/NSUN5/SESN2/RARA/PTCD3/PRKAA1/DPH2/EIF2S1/SYNCRIP/CDK4/EIF4E2/DNAJC1/NCBP1/UQCC2/CPEB2/SORL1/METTL5/HNRNPD/FTO/EIF4A3/CCN1/SRP9/CNOT9/RPL10/MTG1/RPS3/YTHDF1/EIF4E/GUF1/UHMK1/DPH3/LARP1/RPL30/MALSU1/RPUSD3/NCK1/EIF5B/PPP1R15B/BTG2/LARP4/RPL26/MAGOH/KBTBD8/METAP1/RPS14/METTL3/NOLC1/TRUB2/DAPK3/POLR2G/ZCCHC4/GRM5/PTAFR/CNBP/PYM1/PA2G4/PRNP/MRPL13/PPP1CA/RPL38/RELA/EIF1/TRMT10C/SPHK1/TYMS/EIF3K/NPM1/NGRN/COA3/EIF3C/RPS27L/PURA/YTHDF3/PLEKHN1/DAPK1/PIWIL2/YTHDF2/DDX39B/SELENOT/ATXN2/SARNP/DDX3X/DHFR/EIF6/MPV17L2/LSM14A/RBM8A,140,283
induced,GO:0051204,protein insertion into mitochondrial membrane,25/3596,44/14222,8.31058783925406e-6,3.847736731875108e-4,3.5109047838108537e-4,CASP8/TP73/HSP90AA1/BAX/TIMM13/TOMM22/TIMM9/E2F1/BBC3/YWHAE/ROMO1/YWHAH/YWHAQ/TIMM10/NMT1/PMAIP1/TIMM29/MAIP1/YWHAZ/MOAP1/YWHAG/BCL2/SFN/TIMM22/PPP3R1,25,284
induced,GO:0032201,telomere maintenance via semi-conservative replication,18/3596,27/14222,7.031357928665203e-6,3.2813003667104277e-4,2.994054416241148e-4,UPF1/RFC2/POLD3/POLE2/POLA1/RPA3/POLD2/POLE4/RPA2/TERF2/PCNA/RFC3/PRIM2/TERF1/POLE3/RFC4/FEN1/PRIM1,18,285
induced,GO:0006605,protein targeting,145/3596,416/14222,6.5232378244815624e-6,3.068531072636127e-4,2.7999110055901077e-4,M6PR/CROT/SEC62/USP36/SEC61A1/RPL18/TRAM2/SREBF1/UBE2D1/TIMM21/HSP90AA1/ZFAND6/SIRT4/TIMM13/MICALL1/TOMM22/AP4S1/TIMM9/SRP54/CHMP4B/GDAP1/SGTA/TIMM44/RPS16/TIMM50/CDC37/RPL18A/PMPCB/SEC61B/PITRM1/RPL19/GOSR2/PEX12/YWHAE/UBE2D3/RPL34/GRPEL1/HSPA8/ERBIN/ARL6/SSR3/RPS15/HTRA2/ICMT/RPL22/GNPAT/SPCS2/ACOT2/MTERF4/RPL5/PEX6/RPS10/RPL23/ROMO1/TOMM40/RPL36/ATP5IF1/RPL27/UBE2D2/TIMM10B/PRKAA1/SEC61G/VPS4A/AP4B1/YWHAQ/TIMM17A/RPS15A/TIMM10/RPL35/NUMA1/SORL1/VPS37B/SRP14/PMM2/TIMM29/PEX14/HAX1/SRP9/RPS27A/ATG3/SRPRB/RPS3A/RPL37/RPL10/GOLGA7/RPL7/RPL7A/IMMP1L/RPS3/TIMM8B/BAG3/AP1S3/SRP19/TOMM70/RABGEF1/RPL30/AIFM1/TOMM40L/UBE2J2/RPL26/PEX19/PEX13/FZD5/SSR2/CHCHD4/MON1A/GRPEL2/RPS14/YWHAZ/PMPCA/RAB8B/SRP68/NLGN1/YWHAG/ARL6IP1/RPS7/PRNP/RPL38/HRAS/PARL/ATG13/ZDHHC21/CDK5R1/TIMM22/GET1/RPL35A/SRPRA/AP3M1/CIB1/HGS/UBE2L3/CHM/NACA/RPL23A/GET3/TIMM23B/DNLZ/SYNJ2BP/NUDT19/PAM16/UBA52/RPL36A/TIMM23/RPL17/NCOA4,145,286
